LID,Glottocode,Language,Microrelation,Macrorelation,LocusOfMarkingComments,IsDefaultLocusOfMarking,LocusOfMarking,LocusOfMarkingBinned6,LocusOfMarkingBinned5,LocusOfMarkingCategoryCondition,LocusOfMarkingSyntacticDomainCondition,LocusOfMarkingSemanticDomainCondition
134,nort2930,Kiwai,POSS-default,POSS,"To judge from the examples, pronouns take zero marking and nouns take either zero or H (pronominal agreement: ‘this woman she husband’).  That zero is default for nouns is my assumption, but it needs checking.ALB finds zero (pp. 19, 14).Rechecked 1/10/2016 (JN).  Noun possessor:  juxtaposition; and ""Sometime a pronoun is introduced between the nouns"":   ni  oroboro  nou  uramu   DEM woman    3sg  husband   'this woman's husband'1-2sg pronouns often have a suffix -ro (this is described as an emphatic particle on p. 19).  I.e., D marking.",FALSE,D,D,D,,,
134,nort2930,Kiwai,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
350,nucl1632,Sentani,S-default,S,"Not certain, but there are subject and object affixes on the verb; subjects have no case; IO usually has postposition; DO can have a postposition (but I gather this is a non-default variant) (59-60).  There are not enough examples to be sure of O treatment.",TRUE,H,H,H,,,
350,nucl1632,Sentani,A-default,A,"Not certain, but there are subject and object affixes on the verb; subjects have no case; IO usually has postposition; DO can have a postposition (but I gather this is a non-default variant) (59-60).  There are not enough examples to be sure of O treatment.",TRUE,H,H,H,,,
350,nucl1632,Sentani,U-default,P,"NNot certain, but there are subject and object affixes on the verb; subjects have no case; IO usually has postposition; DO can have a postposition (but I gather this is a non-default variant) (59-60).  There are not enough examples to be sure of O treatment.",TRUE,H,H,H,,,
350,nucl1632,Sentani,U-default,P,"NNot certain, but there are subject and object affixes on the verb; subjects have no case; IO usually has postposition; DO can have a postposition (but I gather this is a non-default variant) (59-60).  There are not enough examples to be sure of O treatment.",FALSE,H+D,2,2,,,
350,nucl1632,Sentani,POSS-default,POSS,"Apparently split:  Ø vs. D.  Both types shown in the phrase ‘dog’s head’ (57), so this may not be alienability.",TRUE,Ø,Ø,Ø,,,
350,nucl1632,Sentani,POSS-default,POSS,"Apparently split:  Ø vs. D.  Both types shown in the phrase ‘dog’s head’ (57), so this may not be alienability.",FALSE,D,D,D,,,
350,nucl1632,Sentani,ATTR-default,ATTR,p. 58,TRUE,Ø,Ø,Ø,,,
63,kumi1248,Diegueño,S-default,S,,TRUE,H+D,2,2,,,
63,kumi1248,Diegueño,A-default,A,,TRUE,H+D,2,2,,,
63,kumi1248,Diegueño,U-default,P,,TRUE,H+D,2,2,,,
63,kumi1248,Diegueño,POSS-default,POSS,,TRUE,H,H,H,,,
63,kumi1248,Diegueño,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
168,nort2952,Maidu (Northeast),S-default,S,Cases:  subject (zero); object (DO=IO?).,TRUE,H+D,2,2,,,
168,nort2952,Maidu (Northeast),A-default,A,Cases:  subject (zero); object (DO=IO?).,TRUE,H+D,2,2,,,
168,nort2952,Maidu (Northeast),U-default,P,Cases:  subject (overt); object (DO=IO?).  Ex. on p. 30 with both DO and IO.,TRUE,D,D,D,,,
168,nort2952,Maidu (Northeast),POSS-default,POSS,Cases:  subject (zero); object (DO=IO?).,TRUE,D,D,D,,,
168,nort2952,Maidu (Northeast),POSS-default,POSS,Cases:  subject (zero); object (DO=IO?).,FALSE,H,H,H,,,
72,east2545,Pomo (Eastern),S-default,S,80ff.:  There is some number agreement with subject.,TRUE,h+D,2,D,,,
72,east2545,Pomo (Eastern),A-default,A,,TRUE,D,D,D,,,
72,east2545,Pomo (Eastern),U-default,P,,TRUE,D,D,D,,,
72,east2545,Pomo (Eastern),POSS-default,POSS,,TRUE,D,D,D,,,
72,east2545,Pomo (Eastern),POSS-default,POSS,,FALSE,H,H,H,,,
72,east2545,Pomo (Eastern),ATTR-default,ATTR,Two adjectives have number agreement.,TRUE,Ø,Ø,Ø,,,
418,yoku1256,Yokuts (Yawelmani),S-default,S,,TRUE,D,D,D,,,
418,yoku1256,Yokuts (Yawelmani),A-default,A,,TRUE,D,D,D,,,
418,yoku1256,Yokuts (Yawelmani),U-default,P,,TRUE,D,D,D,,,
418,yoku1256,Yokuts (Yawelmani),B-default,P,,TRUE,D,D,D,,,
418,yoku1256,Yokuts (Yawelmani),POSS-default,POSS,,TRUE,D,D,D,,,
418,yoku1256,Yokuts (Yawelmani),ATTR-default,ATTR,Case agreement.,TRUE,D,D,D,,,
388,tzut1248,Tzutujil,S-default,S,,TRUE,H,H,H,,,
388,tzut1248,Tzutujil,A-default,A,,TRUE,H,H,H,,,
388,tzut1248,Tzutujil,U-default,P,,TRUE,H,H,H,,,
388,tzut1248,Tzutujil,POSS-default,POSS,,TRUE,H,H,H,,,
388,tzut1248,Tzutujil,ATTR-default,ATTR,"A monosyllabic adjective, when preceding its head, is followed by a connecting vowel.  A few adjecti8ves agree in number with the head.",TRUE,Ø,Ø,Ø,,,
388,tzut1248,Tzutujil,ATTR-default,ATTR,"A monosyllabic adjective, when preceding its head, is followed by a connecting vowel.  A few adjecti8ves agree in number with the head.",FALSE,d,D,D,,,
104,hual1241,Quechua (Huallaga),S-default,S,,TRUE,H+D,2,2,,,
104,hual1241,Quechua (Huallaga),A-default,A,,TRUE,H+D,2,2,,,
104,hual1241,Quechua (Huallaga),U-default,P,,TRUE,H+D,2,2,,,
104,hual1241,Quechua (Huallaga),POSS-default,POSS,,TRUE,H+D,2,2,,,
126,kate1253,Kâte,S-default,S,,TRUE,H+D,2,2,,,
126,kate1253,Kâte,A-default,A,,TRUE,H+D,2,2,,,
126,kate1253,Kâte,U-default,P,,TRUE,H+D,2,2,,,
126,kate1253,Kâte,POSS-default,POSS,"Pilhofer 55, 115; Schneuker 162 has the D example (pronoun possessor).",TRUE,H,H,H,,,
126,kate1253,Kâte,POSS-default,POSS,"Pilhofer 55, 115; Schneuker 162 has the D example (pronoun possessor).",FALSE,D,D,D,,,
387,tuvi1240,Tuva,S-default,S,,TRUE,H+D,2,2,,,
387,tuvi1240,Tuva,A-default,A,,TRUE,H+D,2,2,,,
387,tuvi1240,Tuva,U-default,P,,TRUE,D,D,D,,,
387,tuvi1240,Tuva,B-default,P,,TRUE,D,D,D,,,
387,tuvi1240,Tuva,POSS-default,POSS,,TRUE,H+D,2,2,,,
387,tuvi1240,Tuva,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
299,nand1266,Nandi,A-default,A,,TRUE,H+D,2,2,,,
299,nand1266,Nandi,U-default,P,,TRUE,H+D,2,2,,,
299,nand1266,Nandi,S-default,S,,TRUE,H+D,2,2,,,
299,nand1266,Nandi,POSS-default,POSS,Poss agreement does not seem to co-occur with free possessive pronouns,TRUE,D on H,D on H,FloatingorClitic,,,
299,nand1266,Nandi,ATTR-default,ATTR,Number agreement,TRUE,D,D,D,,,
167,masa1300,Maa,ATTR-default,ATTR,agreement in number and gender,TRUE,D,D,D,,,
667,thul1246,Thulung (Mukli),S-default,S,,TRUE,H+D,2,2,,,
667,thul1246,Thulung (Mukli),A-default,A,,TRUE,H+D,2,2,,,
667,thul1246,Thulung (Mukli),U-default,P,,TRUE,H+D,2,2,,,
667,thul1246,Thulung (Mukli),B-default,P,,TRUE,H+D,2,2,,,
667,thul1246,Thulung (Mukli),POSS-default,POSS,,TRUE,D,D,D,N,nominal,noun-like
667,thul1246,Thulung (Mukli),POSS-default,POSS,,FALSE,H,H,H,Pro,nominal,non-SAP
667,thul1246,Thulung (Mukli),POSS-default,POSS,,FALSE,H+D,2,2,N-inal,nominal,noun-like
667,thul1246,Thulung (Mukli),ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
110,icel1247,Icelandic,POSS-default,POSS,"Default:  genitive case.  Body parts and parts of wholes have PP as an option:       lungun í mér (lungs in me.DAT) ‘my lungs’.Source:  B. Kress 1982.",TRUE,D,D,D,,,
110,icel1247,Icelandic,POSS-default,POSS,"Default:  genitive case.  Body parts and parts of wholes have PP as an option:       lungun í mér (lungs in me.DAT) ‘my lungs’.Source:  B. Kress 1982.",FALSE,D,D,D,N-inal,nominal,noun-like
455,cent2127,Yup’ik (Central),POSS-default,POSS,Pronouns have at least H marking.  Worksheet has nothing on independent pronouns cooccurring with Px-marked nouns.,TRUE,D,D,D,N,nominal,noun-like
455,cent2127,Yup’ik (Central),POSS-default,POSS,Pronouns have at least H marking.  Worksheet has nothing on independent pronouns cooccurring with Px-marked nouns.,FALSE,H,H,H,Pro,nominal,non-SAP
608,mari1278,Mari,S-default,S,,TRUE,H+D,2,2,,,
608,mari1278,Mari,A-default,A,,TRUE,H+D,2,2,,,
608,mari1278,Mari,U-default,P,,TRUE,D,D,D,,,
608,mari1278,Mari,B-default,P,,TRUE,D,D,D,,,
608,mari1278,Mari,POSS-default,POSS,,TRUE,H+D,2,2,,,
608,mari1278,Mari,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
232,usar1243,Usarufa,S-default,S,,TRUE,H,H,H,,,
232,usar1243,Usarufa,A-default,A,,TRUE,H,H,H,,,
232,usar1243,Usarufa,U-default,P,"A few verbs have object prefixes.  (Appears to be primary object, though.)",TRUE,Ø,Ø,Ø,,,
232,usar1243,Usarufa,U-default,P,"A few verbs have object prefixes.  (Appears to be primary object, though.)",FALSE,H,H,H,,,
232,usar1243,Usarufa,B-default,P,"A few verbs have object prefixes.  (Appears to be primary object, though.)Text ex. p. 294 #55 (in McKaughan 1973).",TRUE,Ø,Ø,Ø,,,
232,usar1243,Usarufa,B-default,P,"A few verbs have object prefixes.  (Appears to be primary object, though.)Text ex. p. 294 #55 (in McKaughan 1973).",FALSE,H,H,H,,,
232,usar1243,Usarufa,POSS-default,POSS,possessive prefix (inal.) or genitive suffix (alienable).,TRUE,D,D,D,,,
232,usar1243,Usarufa,POSS-default,POSS,possessive prefix (inal.) or genitive suffix (alienable).,FALSE,H,H,H,,,
232,usar1243,Usarufa,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
402,ware1253,Warembori,S-default,S,Donohue 1999:11,TRUE,H,H,H,,,
402,ware1253,Warembori,A-default,A,,TRUE,H,H,H,,,
402,ware1253,Warembori,U-default,P,Donohue 1999:29-30.   Object suffix is optional and precludes overt nominal object following.,TRUE,h,H,H,,,
402,ware1253,Warembori,B-default,P,Preposition.  (Donohue 1999:36),TRUE,D,D,D,,,
402,ware1253,Warembori,POSS-default,POSS,"Same for nouns and pronouns.  Inalienables:  closer fusion of possessive marker to possessed noun (form one phonological word; the same markers for both alienable and inalienable, apart from difference in wordhood): Donohue 1999:27, 28.e=boro (1s=coconut) ‘my coconut’ (alienable); e-vororo (1s-tongue) ‘my tongue’ (inalienable)./",TRUE,H,H,H,,,
580,yidi1250,Yidiny,S-default,S,,TRUE,D,D,D,,,
580,yidi1250,Yidiny,A-default,A,,TRUE,D,D,D,,,
580,yidi1250,Yidiny,U-default,P,,TRUE,D,D,D,,,
580,yidi1250,Yidiny,B-default,P,,TRUE,D,D,D,,,
580,yidi1250,Yidiny,POSS-default,POSS,Alt. is for part-whole relations (and these can also be D-marked).,TRUE,D,D,D,,,
580,yidi1250,Yidiny,POSS-default,POSS,Alt. is for part-whole relations (and these can also be D-marked).,FALSE,Ø,Ø,Ø,,,
401,ward1246,Wardaman,S-default,S,,TRUE,H+D,2,2,,,
401,ward1246,Wardaman,A-default,A,,TRUE,H+D,2,2,,,
401,ward1246,Wardaman,U-default,P,,TRUE,H+D,2,2,,,
401,ward1246,Wardaman,B-default,P,"This is my inference.  Nouns have cases; verbs have 2 agreement slots, S/A and [primary object] [JN].",TRUE,D,D,D,,,
401,ward1246,Wardaman,POSS-default,POSS,,TRUE,D,D,D,,,
634,saur1249,Malto,S-default,S,"Das 1973:58ff., 39ff.",TRUE,H+D,2,2,,,
634,saur1249,Malto,A-default,A,,TRUE,H+D,2,2,,,
634,saur1249,Malto,U-default,P,"Das 1973:60, 40.",TRUE,D,D,D,,,
634,saur1249,Malto,B-default,P,"Same case (accusative) as for U.  Das 1973:60, 40.",TRUE,D,D,D,,,
634,saur1249,Malto,POSS-default,POSS,Das 1973:40-42,TRUE,D,D,D,,,
634,saur1249,Malto,ATTR-default,ATTR,Das 1973:47-8,TRUE,Ø,Ø,Ø,,,
669,gras1249,Koiari,S-default,S,,TRUE,H,H,H,,,
669,gras1249,Koiari,A-default,A,,TRUE,H,H,H,,,
669,gras1249,Koiari,U-default,P,,TRUE,H,H,H,,,
669,gras1249,Koiari,B-default,P,There are no ditransitive verbs (Healey 1965:19 fn. 3).  Chaining or PP used instead.  (Coded as D.)  [JN 8-17-2003],TRUE,D,D,D,,,
669,gras1249,Koiari,POSS-default,POSS,,TRUE,H,H,H,,,
669,gras1249,Koiari,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
660,band1339,Bandjalang,S-default,S,,TRUE,D,D,D,,,
660,band1339,Bandjalang,A-default,A,,TRUE,D,D,D,,,
660,band1339,Bandjalang,U-default,P,,TRUE,D,D,D,,,
660,band1339,Bandjalang,B-default,P,,TRUE,D,D,D,,,
660,band1339,Bandjalang,POSS-default,POSS,"Crowley pp. 79, 69.",TRUE,D,D,D,,,
660,band1339,Bandjalang,ATTR-default,ATTR,Crowley pp. 29-32.,TRUE,Ø,Ø,Ø,,,
225,lahu1253,Lahu,S-default,S,"The same noun can take either preposition or compounding.  I gather the compounds are favored for some nouns where they are more or less lexicalized.  (JN’s reading of ALB’s notes on Matisoff.)  Matisoff pp. 57, 147.",TRUE,D,D,D,,,
225,lahu1253,Lahu,S-default,S,"The same noun can take either preposition or compounding.  I gather the compounds are favored for some nouns where they are more or less lexicalized.  (JN’s reading of ALB’s notes on Matisoff.)  Matisoff pp. 57, 147.",FALSE,Ø,Ø,Ø,,,
225,lahu1253,Lahu,A-default,A,"The same noun can take either preposition or compounding.  I gather the compounds are favored for some nouns where they are more or less lexicalized.  (JN’s reading of ALB’s notes on Matisoff.)  Matisoff pp. 57, 147.",TRUE,D,D,D,,,
225,lahu1253,Lahu,A-default,A,"The same noun can take either preposition or compounding.  I gather the compounds are favored for some nouns where they are more or less lexicalized.  (JN’s reading of ALB’s notes on Matisoff.)  Matisoff pp. 57, 147.",FALSE,Ø,Ø,Ø,,,
225,lahu1253,Lahu,U-default,P,"Optional postposed formative on DO, used only for emphasis.",TRUE,D,D,D,,,
225,lahu1253,Lahu,U-default,P,"Optional postposed formative on DO, used only for emphasis.",FALSE,Ø,Ø,Ø,,,
225,lahu1253,Lahu,B-default,P,The same formative that is optional on DO is obligatory on IO.,TRUE,D,D,D,,,
225,lahu1253,Lahu,POSS-default,POSS,Compounding (i.e. juxtaposition) is a common option (for all nouns?  only some?),TRUE,D,D,D,,,
225,lahu1253,Lahu,POSS-default,POSS,Compounding (i.e. juxtaposition) is a common option (for all nouns?  only some?),FALSE,Ø,Ø,Ø,,,
225,lahu1253,Lahu,ATTR-default,ATTR,,TRUE,D,D,D,,,
528,garo1247,Garo,S-default,S,,TRUE,D,D,D,,,
528,garo1247,Garo,A-default,A,,TRUE,D,D,D,,,
528,garo1247,Garo,U-default,P,,TRUE,D,D,D,,,
528,garo1247,Garo,B-default,P,,TRUE,D,D,D,,,
528,garo1247,Garo,POSS-default,POSS,,TRUE,D,D,D,,,
528,garo1247,Garo,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
221,diga1241,Mishmi,S-default,S,129ff.  Suffix agreeing in person and number and aso marking tense/aspect.,TRUE,H,H,H,,,
221,diga1241,Mishmi,A-default,A,,TRUE,H,H,H,,,
221,diga1241,Mishmi,U-default,P,Identified by word order.,TRUE,Ø,Ø,Ø,,,
221,diga1241,Mishmi,B-default,P,Sastry 1984:82ff.,TRUE,D,D,D,,,
221,diga1241,Mishmi,POSS-default,POSS,,TRUE,Ø,Ø,Ø,,,
221,diga1241,Mishmi,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
177,marg1265,Margi,S-default,S,Hoffmann 1963:72-77,TRUE,Ø,Ø,Ø,N,nominal,noun-like
177,marg1265,Margi,S-default,S,Hoffmann 1963:72-77,FALSE,H,H,H,Pro,nominal,non-SAP
177,marg1265,Margi,A-default,A,Hoffmann 1963:72-77,TRUE,Ø,Ø,Ø,N,nominal,noun-like
177,marg1265,Margi,A-default,A,Hoffmann 1963:72-77,FALSE,H,H,H,Pro,nominal,non-SAP
177,marg1265,Margi,U-default,P,Hoffmann 1963:72-77,TRUE,Ø,Ø,Ø,N,nominal,noun-like
177,marg1265,Margi,U-default,P,Hoffmann 1963:72-77,FALSE,H,H,H,Pro,nominal,non-SAP
177,marg1265,Margi,B-default,P,Hoffmann 1963:72-77.  Nouns take a preposition.,TRUE,D,D,D,N,nominal,noun-like
177,marg1265,Margi,B-default,P,Hoffmann 1963:72-77.  Nouns take a preposition.,FALSE,H,H,H,Pro,nominal,non-SAP
177,marg1265,Margi,POSS-default,POSS,"Hoffmann 1963:60, 62.  Pronouns take D marking if singular, H if plural or dual.H for all numbers: body parts, some kin terms",TRUE,D,D,D,N,nominal,noun-like
177,marg1265,Margi,POSS-default,POSS,"Hoffmann 1963:60, 62.  Pronouns take D marking if singular, H if plural or dual.H for all numbers: body parts, some kin terms",FALSE,H,H,H,Pro,nominal,non-SAP
177,marg1265,Margi,POSS-default,POSS,"Hoffmann 1963:60, 62.  Pronouns take D marking if singular, H if plural or dual.H for all numbers: body parts, some kin terms",FALSE,H,H,H,N-inal,nominal,noun-like
177,marg1265,Margi,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
93,gunw1252,Gunwinggu,B-default,P,,TRUE,D,D,D,,,
93,gunw1252,Gunwinggu,ATTR-default,ATTR,Gender agreement.,TRUE,D,D,D,,,
540,khas1269,Khasi,S-default,S,"noun pronoun verbpronoun verb    (so uncertain whether this is H or juxtaposition with pro-drop)It’s H -- you can get doubling (emphatic pronoun  + “pronoun”-verb)",TRUE,H,H,H,,,
540,khas1269,Khasi,A-default,A,"noun pronoun verbpronoun verb    (so uncertain whether this is H or juxtaposition with pro-drop)It’s H -- you can get doubling (emphatic pronoun  + “pronoun”-verb)",TRUE,H,H,H,,,
540,khas1269,Khasi,U-default,P,Optional.,TRUE,D,D,D,,,
540,khas1269,Khasi,B-default,P,"If there are two objects, one of them must have the object marker.",TRUE,D,D,D,,,
540,khas1269,Khasi,POSS-default,POSS,Possessive preposition is omissible “at the discretion of the speaker” (128).,TRUE,D,D,D,,,
540,khas1269,Khasi,ATTR-default,ATTR,"Attributives are really relative clauses, so the relativization marker is the D marking.",TRUE,D,D,D,,,
668,yecu1235,Totonac (Misantla),S-default,S,Person-number agreement.  MacKay 1999:119f.,TRUE,H,H,H,,,
668,yecu1235,Totonac (Misantla),A-default,A,Person-number agreement.  MacKay 1999:119f.,TRUE,H,H,H,,,
668,yecu1235,Totonac (Misantla),U-default,P,"When overt NP object is present, verbal marking is optional.Person-number agreement.",TRUE,H,H,H,,,
668,yecu1235,Totonac (Misantla),B-default,P,"When overt NP object is present, verbal marking is optional.Person-number agreement.  MacKay 1999:189f.",TRUE,H,H,H,,,
668,yecu1235,Totonac (Misantla),POSS-default,POSS,Alt. is possessive pronoun.  Check that these aren’t D on H.,TRUE,H,H,H,,,
668,yecu1235,Totonac (Misantla),POSS-default,POSS,Alt. is possessive pronoun.  Check that these aren’t D on H.,FALSE,D,D,D,,,
668,yecu1235,Totonac (Misantla),ATTR-default,ATTR,"MacKay 1999:371ff., 403-4",TRUE,Ø,Ø,Ø,,,
402,ware1253,Warembori,ATTR-default,ATTR,"NOT with clausal attribution! Compounding (which I am coding as incorporation, hence head-marked -- JN).  There are changes such as assimilation at the boundary.  Donohue 1999:21.",TRUE,H,H,H,,,
379,tlin1245,Tlingit,B-default,P,,TRUE,Ø,Ø,Ø,,,
530,hunz1247,Hunzib,S-default,S,"Gender prefix or ablaut on verb, zero nominative case on argument.  Not all verbs take gender agreement.",TRUE,H+D,2,2,,,
530,hunz1247,Hunzib,S-default,S,"Gender prefix or ablaut on verb, zero nominative case on argument.  Not all verbs take gender agreement.",FALSE,D,D,D,,,
530,hunz1247,Hunzib,A-default,A,Ergative case.,TRUE,D,D,D,,,
530,hunz1247,Hunzib,U-default,P,"Gender prefix or ablaut on verb, zero nominative case on argument.  Not all verbs take gender agreement.",TRUE,H+D,2,2,,,
530,hunz1247,Hunzib,U-default,P,"Gender prefix or ablaut on verb, zero nominative case on argument.  Not all verbs take gender agreement.",FALSE,D,D,D,,,
530,hunz1247,Hunzib,B-default,P,Dative case.,TRUE,D,D,D,,,
530,hunz1247,Hunzib,POSS-default,POSS,Genitive case.,TRUE,D,D,D,,,
530,hunz1247,Hunzib,ATTR-default,ATTR,Nominative/oblique case distinction.  Number distinction.  Some adjectives agree in gender.,TRUE,D,D,D,,,
373,tera1251,Tera,S-default,S,,TRUE,Ø,Ø,Ø,,,
373,tera1251,Tera,S-default,S,,FALSE,H,H,H,,,
373,tera1251,Tera,A-default,A,,TRUE,Ø,Ø,Ø,,,
373,tera1251,Tera,A-default,A,,FALSE,H,H,H,,,
373,tera1251,Tera,U-default,P,Linker on verb followed by pronoun object (the object is not attached to the verb).,TRUE,Ø,Ø,Ø,,,
373,tera1251,Tera,U-default,P,Linker on verb followed by pronoun object (the object is not attached to the verb).,FALSE,H,H,H,Pro,nominal,non-SAP
373,tera1251,Tera,B-default,P,,TRUE,D,D,D,,,
373,tera1251,Tera,POSS-default,POSS,,TRUE,D,D,D,,,
373,tera1251,Tera,POSS-default,POSS,,FALSE,Ø,Ø,Ø,N-inal,nominal,noun-like
373,tera1251,Tera,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
686,daha1245,Dahalo,A-default,A,Zero case (i.e. case word) for subject; verb agreement.,TRUE,H+D,2,2,,,
686,daha1245,Dahalo,S-default,S,Zero case (i.e. case word) for subject; verb agreement.,TRUE,H+D,2,2,,,
686,daha1245,Dahalo,U-default,P,DOM of sorts:  acc. (case word) used chiefly on postverbal objects (basic owrd order is SOV).,TRUE,D,D,D,,,
686,daha1245,Dahalo,B-default,P,Same as U; this is PO language.,TRUE,D,D,D,,,
686,daha1245,Dahalo,,,,,,,,,,
686,daha1245,Dahalo,POSS-default,POSS,Not entirely certain that D on H is used always and only with pronoun possessors.,TRUE,D,D,D,N,nominal,noun-like
686,daha1245,Dahalo,POSS-default,POSS,Not entirely certain that D on H is used always and only with pronoun possessors.,FALSE,D on H,D on H,FloatingorClitic,Pro,nominal,non-SAP
606,naro1249,Nharo,POSS-default,POSS,"Possessor + particle-agr + possessed  or Possessed + possessor + particle-agr				Particle is not suffixed to possessor, but always follows it. Particle can agree with noun in gender and number.",TRUE,D,D,D,,,
606,naro1249,Nharo,POSS-default,POSS,"Possessor + particle-agr + possessed  or Possessed + possessor + particle-agr				Particle is not suffixed to possessor, but always follows it. Particle can agree with noun in gender and number.",FALSE,Ø,Ø,Ø,N-inal,nominal,noun-like
606,naro1249,Nharo,S-default,S,,FALSE,D,D,D,Pro,nominal,non-SAP
606,naro1249,Nharo,A-default,A,,FALSE,D,D,D,Pro,nominal,non-SAP
606,naro1249,Nharo,U-default,P,"There is no agreement on verb.  Gender, number, and, in the case of personal pronouns, person, are expressed on all noun/pronouns. G & V say there is no nominal case marking, but the suffix –a can indicate “object role”.   (SW’s log.)",FALSE,D,D,D,Pro,nominal,non-SAP
606,naro1249,Nharo,B-default,P,"There is no agreement on verb.  Gender, number, and, in the case of personal pronouns, person, are expressed on all noun/pronouns. G & V say there is no nominal case marking, but the suffix –a can indicate “object role”.   (SW’s log.)",FALSE,D,D,D,Pro,nominal,non-SAP
692,nucl1327,Limilngan,A-default,A,,TRUE,H,H,H,,,
692,nucl1327,Limilngan,S-default,S,,TRUE,H,H,H,,,
692,nucl1327,Limilngan,U-default,P,,TRUE,H,H,H,,,
692,nucl1327,Limilngan,B-default,P,,TRUE,Ø,Ø,Ø,,,
692,nucl1327,Limilngan,POSS-default,POSS,Kin terms have suffixed H marking except a free form [juxtaposition] in 2 Min. and 1+2 Min. [i.e. whenever 2nd person min. is involved]. No examples of anything other than kin terms appear to be discussed in the grammar or given in the texts. p. 142 # 46 may be an inalienable with juxtaposition; so assumed.,TRUE,Ø,Ø,Ø,,,
692,nucl1327,Limilngan,POSS-default,POSS,Kin terms have suffixed H marking except a free form [juxtaposition] in 2 Min. and 1+2 Min. [i.e. whenever 2nd person min. is involved]. No examples of anything other than kin terms appear to be discussed in the grammar or given in the texts. p. 142 # 46 may be an inalienable with juxtaposition; so assumed.,FALSE,H,H,H,N-inal,nominal,noun-like
692,nucl1327,Limilngan,POSS-default,POSS,Kin terms have suffixed H marking except a free form [juxtaposition] in 2 Min. and 1+2 Min. [i.e. whenever 2nd person min. is involved]. No examples of anything other than kin terms appear to be discussed in the grammar or given in the texts. p. 142 # 46 may be an inalienable with juxtaposition; so assumed.,FALSE,D,D,D,Pro,nominal,non-SAP
692,nucl1327,Limilngan,ATTR-default,ATTR,,TRUE,D,D,D,,,
116,itel1242,Itelmen,A-default,A,,TRUE,H+D,2,2,,,
116,itel1242,Itelmen,U-default,P,,TRUE,H+D,2,2,,,
116,itel1242,Itelmen,B-default,P,,TRUE,H+D,2,2,,,
722,nort2722,Qiang (Northern),A-default,A,,TRUE,h+d,2,2,N-anim,nominal,noun-like
722,nort2722,Qiang (Northern),S-default,S,,TRUE,h,H,H,N-anim,nominal,noun-like
722,nort2722,Qiang (Northern),U-default,P,,TRUE,h+d,2,2,N-hum,nominal,noun-like
663,drun1238,Drung,A-default,A,unclear how to code inverse-system here (BB),TRUE,h+D,2,D,,,
663,drun1238,Drung,U-default,P,unclear how to code inverse-system here (BB),TRUE,h+D,2,D,,,
629,chan1310,Chantyal,A-default,A,,TRUE,D,D,D,,,
629,chan1310,Chantyal,U-default,P,,TRUE,d,D,D,N-anim,nominal,noun-like
629,chan1310,Chantyal,S-default,S,,TRUE,D,D,D,,,
662,apat1240,Apatani,A-default,A,,TRUE,D,D,D,,,
662,apat1240,Apatani,S-default,S,,TRUE,D,D,D,,,
662,apat1240,Apatani,U-default,P,,TRUE,D,D,D,,,
1108,cadd1256,Caddo,S-default,S,Agreement or incorporation.,TRUE,H,H,H,,,
1108,cadd1256,Caddo,A-default,A,,TRUE,H,H,H,,,
1108,cadd1256,Caddo,U-default,P,Agreement or incorporation.,TRUE,H,H,H,,,
1108,cadd1256,Caddo,B-default,P,Agreement (dative prefix) and applicative/allative prefix.,TRUE,HH,H,H,,,
1108,cadd1256,Caddo,POSS-default,POSS,"Incorporation of possessed S or O, and coding of the possessor as an object [O or B].  E.g.:hak#ku-nas-sininih-sa' (INDic#1PAT-foot-tingle-IMPF) ‘my foot is asleep’ (Melnar 2004:44)ha#'ahat ku#ba-t-k'as-ya'ah  (ADJ-good  NEG#1DAT.IRR-APP-leg-be)  'my wheel isn't any good' (Melnar 2004:48)(I'm not actually sure this is the default treatment.  Maybe only with body parts? Hunch: Body parts and meronyms are obligatorily incorporated; possessor becomes U if the verb is intransitive and the noun is incorporated as S, B if transitive and incorporated as U.)",TRUE,HH,H,H,,,
635,sant1410,Santali,A-default,A,,TRUE,H,H,H,,,
635,sant1410,Santali,S-default,S,,TRUE,H,H,H,,,
635,sant1410,Santali,U-default,P,,TRUE,H,H,H,,,
635,sant1410,Santali,B-default,P,"No verb has both goal and U.  Non-applicative verbs have U, applicative verb have goal as their object.  See 'give', Neukom 2001:913 and 196.",TRUE,D,D,D,,,
635,sant1410,Santali,POSS-default,POSS,"Allomorph of genitive case depends on animacy of possessum (Neukom 30).Neukom 32-3.  Nouns have genitive case [only, I guess].  Pronouns can have D, zero, H, or double marking (examples pp. 32, 33).",TRUE,D,D,D,N,nominal,noun-like
