"LID","IndividualPredicateMeaning","PredicateSemanticMalchukovClass","ValClassLabel","ValClassDescription","ValClassDiscourseFreq","ValClassID","ValClassSize","PredicateSemanticClass"
162,"know","Malch_perception_cognition","ADAT PABS","akun  ‘E sees X’, žuǧun ‘E finds X’, k‘an- ‘E wants/loves X’, či- ‘E knows X’; Some verbs that take DAT subject are compound verbs formed with x̂un ‘become’: begenmiš x̂un – ‘E likes X’, bizar x̂un  – ‘E is fed up with X’, tak’an x̂un  – ‘E hates X’, x̂iz x̂un – ‘E thinks X’ (with a clausal argument);
The construction DAT possessor with awa ‘be’.","frequent",28,"big (>20 verbs)","cognition"
162,"see","Malch_perception_cognition","ADAT PABS","akun  ‘E sees X’, žuǧun ‘E finds X’, k‘an- ‘E wants/loves X’, či- ‘E knows X’; Some verbs that take DAT subject are compound verbs formed with x̂un ‘become’: begenmiš x̂un – ‘E likes X’, bizar x̂un  – ‘E is fed up with X’, tak’an x̂un  – ‘E hates X’, x̂iz x̂un – ‘E thinks X’ (with a clausal argument);
The construction DAT possessor with awa ‘be’.","frequent",28,"big (>20 verbs)","perception"
162,"find","Malch_other","ADAT PABS","akun  ‘E sees X’, žuǧun ‘E finds X’, k‘an- ‘E wants/loves X’, či- ‘E knows X’; Some verbs that take DAT subject are compound verbs formed with x̂un ‘become’: begenmiš x̂un – ‘E likes X’, bizar x̂un  – ‘E is fed up with X’, tak’an x̂un  – ‘E hates X’, x̂iz x̂un – ‘E thinks X’ (with a clausal argument);
The construction DAT possessor with awa ‘be’.","frequent",28,"big (>20 verbs)","change_of_possession"
162,"hate","Malch_emotion","ADAT PABS","akun  ‘E sees X’, žuǧun ‘E finds X’, k‘an- ‘E wants/loves X’, či- ‘E knows X’; Some verbs that take DAT subject are compound verbs formed with x̂un ‘become’: begenmiš x̂un – ‘E likes X’, bizar x̂un  – ‘E is fed up with X’, tak’an x̂un  – ‘E hates X’, x̂iz x̂un – ‘E thinks X’ (with a clausal argument);
The construction DAT possessor with awa ‘be’.","frequent",28,"big (>20 verbs)","emotion"
162,"be_fed_up_with","Malch_emotion","ADAT PABS","akun  ‘E sees X’, žuǧun ‘E finds X’, k‘an- ‘E wants/loves X’, či- ‘E knows X’; Some verbs that take DAT subject are compound verbs formed with x̂un ‘become’: begenmiš x̂un – ‘E likes X’, bizar x̂un  – ‘E is fed up with X’, tak’an x̂un  – ‘E hates X’, x̂iz x̂un – ‘E thinks X’ (with a clausal argument);
The construction DAT possessor with awa ‘be’.","frequent",28,"big (>20 verbs)","emotion"
162,"feel_fear","Malch_emotion","ADAT PLOC","‘adjective + x̂un’ compounds: kič’e x̂un ‘E is afraid of X’ (kič’e ‘afraid’), reǧü x̂un ‘E is ashamed of X’ (reǧü ‘ashamed’) , bejkef x̂un ‘E is angry about X’ (bejkef ‘angry’)
 “noun + atun” compounds, the noun is originally the ABS arg., so this is a case of ABS absorption through incorporation: qʰel atun ‘E is angry at X: (qʰel ‘anger’), šel atun ‘E feels like crying about X’ (šel ‘crying’), hajif atun ‘E feels sorry about X’ (hajif ‘regret’). The oblique stimulus argument is often absent.","infrequent",29,"medium (<20 verbs)","emotion"
162,"shed_tears","Malch_other","ADAT PLOC","‘adjective + x̂un’ compounds: kič’e x̂un ‘E is afraid of X’ (kič’e ‘afraid’), reǧü x̂un ‘E is ashamed of X’ (reǧü ‘ashamed’) , bejkef x̂un ‘E is angry about X’ (bejkef ‘angry’)
 “noun + atun” compounds, the noun is originally the ABS arg., so this is a case of ABS absorption through incorporation: qʰel atun ‘E is angry at X: (qʰel ‘anger’), šel atun ‘E feels like crying about X’ (šel ‘crying’), hajif atun ‘E feels sorry about X’ (hajif ‘regret’). The oblique stimulus argument is often absent.","infrequent",29,"medium (<20 verbs)","bodily_emission"
162,"feel_ashamed_(of)","Malch_emotion","ADAT PLOC","‘adjective + x̂un’ compounds: kič’e x̂un ‘E is afraid of X’ (kič’e ‘afraid’), reǧü x̂un ‘E is ashamed of X’ (reǧü ‘ashamed’) , bejkef x̂un ‘E is angry about X’ (bejkef ‘angry’)
 “noun + atun” compounds, the noun is originally the ABS arg., so this is a case of ABS absorption through incorporation: qʰel atun ‘E is angry at X: (qʰel ‘anger’), šel atun ‘E feels like crying about X’ (šel ‘crying’), hajif atun ‘E feels sorry about X’ (hajif ‘regret’). The oblique stimulus argument is often absent.","infrequent",29,"medium (<20 verbs)","emotion"
162,"be_angry_(with)","Malch_emotion","ADAT PLOC","‘adjective + x̂un’ compounds: kič’e x̂un ‘E is afraid of X’ (kič’e ‘afraid’), reǧü x̂un ‘E is ashamed of X’ (reǧü ‘ashamed’) , bejkef x̂un ‘E is angry about X’ (bejkef ‘angry’)
 “noun + atun” compounds, the noun is originally the ABS arg., so this is a case of ABS absorption through incorporation: qʰel atun ‘E is angry at X: (qʰel ‘anger’), šel atun ‘E feels like crying about X’ (šel ‘crying’), hajif atun ‘E feels sorry about X’ (hajif ‘regret’). The oblique stimulus argument is often absent.","infrequent",29,"medium (<20 verbs)","emotion"
162,"feel_sorry_about","Malch_emotion","ADAT PLOC","‘adjective + x̂un’ compounds: kič’e x̂un ‘E is afraid of X’ (kič’e ‘afraid’), reǧü x̂un ‘E is ashamed of X’ (reǧü ‘ashamed’) , bejkef x̂un ‘E is angry about X’ (bejkef ‘angry’)
 “noun + atun” compounds, the noun is originally the ABS arg., so this is a case of ABS absorption through incorporation: qʰel atun ‘E is angry at X: (qʰel ‘anger’), šel atun ‘E feels like crying about X’ (šel ‘crying’), hajif atun ‘E feels sorry about X’ (hajif ‘regret’). The oblique stimulus argument is often absent.","infrequent",29,"medium (<20 verbs)","emotion"
162,"forget","Malch_perception_cognition","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","cognition"
162,"believe","Malch_perception_cognition","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","cognition"
162,"look_for","Malch_pursuit","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","persuit"
162,"pass","Malch_motion","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","motion"
162,"laugh","Malch_other","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","laugh_wink"
162,"be_occupied_with","Malch_other","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","activity"
162,"be_fed_up_with","Malch_emotion","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","emotion"
162,"come_to","Malch_motion","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","motion"
162,"get_used_to","Malch_perception_cognition","AABS PLOC","AABS LSRESS: ‘to meet smb’, ‘to get married to smb’, ‘to laugh about smb’
AABS LSREL: ‘to pass smth, to exceed smth’’, ‘to be busy with’, ‘to forget smth (to fall from smo’s heart’)
AABS LSRDIR: ‘to restrict smb to smth’
AABS LINESS: ‘to get into smth, to hit against smth’
AABS OADESS: werdišx̂un ‘T gets used to L’, ac’un  ‘to become full of’, agaq’un  ‘to reach’; ‘to approach’
AABS OADEL: q̃aq̃atun ‘to fall off of, to go away from’, ajrutmšx̂un ‘to separate from’
AABS OPOESS: ‘to look for’, ‘to turn towards’, to believe in smth’, ‘to hit against smth’, ‘to take care of’, ’to lean against smth’, ‘to join smth’, galk’un ‘to cling to’, gala ‘be behind smth’
AABSOPOEL: ‘to fall off from’	
AABS OSBESS: ‘to join smth, to start participating in smth’, ‘to touch smth’
AABS LSBEL: ‘to get fed up with’, ‘to become smb’, ‘to get rid of, to avoid’, ‘to get out of / to secede from’","infrequent",30,"very big (>40-50 verbs)","cognition"
