"LID","Language","Stock","LowestSubBranch","MajorBranch","QuasiStock","SubBranch","LanguageAlternativeNames","Genesis","Longitude","Latitude","NearProtoHomeland","Modality","LocalRegion","SubSubBranch","StockAlternativeName","StockAllNames","LanguageAllNames","Subsistence","ISO639.3","Glottocode.2014","Glottocode","OriginContinent","Continent","Area","Macrocontinent"
2975,"Klon","Timor-Alor-Pantar",,"Alor-Pantar",,"Alor","Kelong, Kalong, Kolon, Kelon","regular",124.1,-8.26,"FALSE","spoken",,,,,"Klon, Kelong, Kalong, Kolon, Kelon",,"kyo","kelo1247","kelo1247","Pacific","NG and Oceania","Oceania","Pacific"
2977,"Sibe","Tungusic",,"Southern Tungusic","Altaic",,"Xibe","regular",81,43.59,"FALSE","spoken",,,,,"Sibe, Xibe",,"sjo","xibe1242","xibe1242","Eurasia","N-C Asia","Inner Asia","Eurasia"
2979,"Thulung (Ribdung)","Sino-Tibetan",,"Kiranti",,"Midwestern Kiranti",,"regular",86.65,27.44,"FALSE","spoken","Himalaya",,,,"Thulung (Ribdung)",,"tdh","thul1246","thul1246","Eurasia","S/SE Asia","Indic","Eurasia"
2980,"Koyi","Sino-Tibetan",,"Kiranti",,"Midwestern Kiranti","Koyi, Koi, Koyu, Kohi, Koyi, Koi Bo'o, Koyu Bo'","regular",86.8,27.4,"FALSE","spoken","Himalaya",,,,"Koyi, Koyi, Koi, Koyu, Kohi, Koyi, Koi Bo'o, Koyu Bo'",,"kkt","koii1238","koii1238","Eurasia","S/SE Asia","Indic","Eurasia"
2982,"Bariai","Austronesian","North New Guinea linkage","Malayo-Polynesian",,"Oceanic","Kabana","regular",150.15,-5.55,"FALSE","spoken",,"Western Oceanic linkage",,,"Bariai, Kabana",,"bch","bari1286","bari1286","Eurasia","NG and Oceania","N Coast New Guinea","Pacific"
2983,"Jalonke","Mande",,"West Mande","Macro-Niger-Congo",,"Djallonke, Dyalonke, Dialonke, Yalunke","regular",-10.73,10.03,"FALSE","spoken",,,,,"Jalonke, Djallonke, Dyalonke, Dialonke, Yalunke",,"yal","yalu1240","yalu1240","Africa","Africa","African Savannah","Africa"
2984,"Mian","Macro-Ok",,"Mountain Ok",,,"Mianmin, Mian","regular",141.58,-5.13,"FALSE","spoken",,,,,"Mian, Mianmin, Mian",,"mpt","mian1256","mian1256","Pacific","NG and Oceania","Interior New Guinea","Pacific"
2985,"Abui","Timor-Alor-Pantar",,"Alor-Pantar",,"Alor","Barue, ""Barawahing"", Namatalaki","regular",150.77,-6.12,"FALSE","spoken",,,,,"Abui, Barue, ""Barawahing"", Namatalaki",,"abz","abui1241","abui1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
2986,"Dogon (Tommo So)","Dogon",,,"Macro-Niger-Congo",,"Tommo So, Tombo So","regular",-3.33,14.5,"FALSE","spoken",,,,,"Dogon (Tommo So), Tommo So, Tombo So",,"dto","donn1238","tomm1242","Africa","Africa","African Savannah","Africa"
2987,"Dogon (Jamsay)","Dogon",,,"Macro-Niger-Congo",,"Dogon (Jamsay Tegu), Jamsay, Dyamsay. Domno, Gono, Bama, Guru","regular",-3.61,14.35,"FALSE","spoken",,,,,"Dogon (Jamsay), Dogon (Jamsay Tegu), Jamsay, Dyamsay. Domno, Gono, Bama, Guru",,"djm","jams1239","jams1239","Africa","Africa","African Savannah","Africa"
2989,"Mualang","Austronesian",,"Malayo-Polynesian",,,,"regular",111,0.5,"FALSE","spoken",,,,,"Mualang",,"mtd","mual1241","mual1241","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
2990,"Seimat","Austronesian",,"Malayo-Polynesian",,"Oceanic","Ninigo","regular",144.3,-1.5,"FALSE","spoken",,"Admiralty",,,"Seimat, Ninigo",,"ssg","seim1238","seim1238","Eurasia","NG and Oceania","Oceania","Pacific"
2992,"Teiwa","Timor-Alor-Pantar",,"Alor-Pantar",,,"Tewa (Indonesia), Deing, Madar, Lebang, Teiwa","regular",124.22,-8.28,"FALSE","spoken",,,,,"Teiwa, Tewa (Indonesia), Deing, Madar, Lebang, Teiwa",,"twe","teiw1235","teiw1235","Pacific","NG and Oceania","Oceania","Pacific"
2993,"Witsuwit'en","Na-Dene",,"Athabaskan",,,"Witsuwit'en Babine, Babine, North Carrier","regular",-126,55,"FALSE","spoken",,,,,"Witsuwit'en, Witsuwit'en Babine, Babine, North Carrier",,"bcr","babi1235","babi1235","North America","W N America","Alaska-Oregon","Americas"
2994,"Huave (San Francisco del Mar)","Huave",,,,,"Huave (San Francisco del Mar)","regular",-94.63,16.23,"FALSE","spoken",,,,"Huave","Huave (San Francisco del Mar), Huave (San Francisco del Mar)","agricultural/pastoral","hue","sanf1258","sanf1258","North America","C America","Mesoamerica","Americas"
2995,"Sasak","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Sasak (Puyung meno-mené)","regular",116.2,-8.42,"FALSE","spoken",,"Bali-Sasak",,,"Sasak, Sasak (Puyung meno-mené)",,"sas","sasa1249","sasa1249","Eurasia","NG and Oceania","Oceania","Pacific"
2996,"Yakkha","Sino-Tibetan","Yakkha-Limbu","Kiranti",,"Central-Eastern Kiranti",,"regular",87.38,27.21,"FALSE","spoken","Himalaya","Greater Eastern Kiranti",,,"Yakkha",,"ybh","yakk1236","yakk1236","Eurasia","S/SE Asia","Indic","Eurasia"
2997,"Reyesano","Pano-Tacanan",,"Tacanan",,,"Reyesano, San Borjano, Maropa","regular",-66.44,-14.51,"FALSE","spoken",,,,,"Reyesano, Reyesano, San Borjano, Maropa",,"rey","reye1240","reye1240","South America","S America","NE South America","Americas"
2998,"Jero","Sino-Tibetan",,"Kiranti",,"Western Kiranti","Jerung, Jero Mala, Jerum, Jerunge, Jherung, Zero, Zero Mala, Zerum","regular",86.44,27.32,"FALSE","spoken","Himalaya","Chaurasiya",,,"Jero, Jerung, Jero Mala, Jerum, Jerunge, Jherung, Zero, Zero Mala, Zerum",,"jee","jeru1240","jeru1240","Eurasia","S/SE Asia","Indic","Eurasia"
2999,"Old Thulung (Mukli)","Sino-Tibetan",,"Kiranti",,"Midwestern Kiranti","Thulung Rai","regular",86.67,27.43,"FALSE","spoken","Himalaya",,,,"Old Thulung (Mukli), Thulung Rai",,"tdh","thul1246","thul1246","Eurasia","S/SE Asia","Indic","Eurasia"
306,"Arvanitika","Indo-European",,"Albanian","Indo-Uralic","Albanian","Arberichte, Arvanitic, Arvanitika","regular",24.94,37.84,"FALSE","spoken",,,,,"Arvanitika, Arberichte, Arvanitic, Arvanitika",,"aat","arva1236","arva1236","Eurasia","W and SW Eurasia","Europe","Eurasia"
3001,"Jutish","Indo-European",,"Germanic","Indo-Uralic","North Germanic","Jutish, Jutlandish, Jysk, Western Danish","regular",8.86,54.94,"FALSE","spoken",,,,,"Jutish, Jutish, Jutlandish, Jysk, Western Danish",,"jut","juti1236","juti1236","Eurasia","W and SW Eurasia","Europe","Eurasia"
3002,"Parya","Indo-European",,"Indo-Iranian","Indo-Uralic","Indo-Aryan","Afghana-Yi Nasfurush, Afghana-Yi Siyarui, Laghmani, Pbharya","regular",69.27,38.38,"FALSE","spoken",,,,,"Parya, Afghana-Yi Nasfurush, Afghana-Yi Siyarui, Laghmani, Pbharya",,"paq","pary1242","pary1242","Eurasia","S/SE Asia","Indic","Eurasia"
3003,"Corsican","Indo-European",,"Italic-Celtic","Indo-Uralic","Italic","Corsican, Corse, Corsi, Corso, Corsu","regular",8.76,41.92,"FALSE","spoken",,,,,"Corsican, Corsican, Corse, Corsi, Corso, Corsu",,"cos","cors1241","cors1241","Eurasia","W and SW Eurasia","Europe","Eurasia"
3004,"Markweeta","Nilotic",,"Southern Nilotic","Eastern Sudanic",,"Endo, Endo-Marakwet, Marakuet, Sambirir","regular",35.51,0.95,"FALSE","spoken",,,,,"Markweeta, Endo, Endo-Marakwet, Marakuet, Sambirir",,"enb","mark1255","mark1255","Africa","Africa","S Africa","Africa"
3005,"Enets (Tundra)","Uralic",,"Samoyedic","Indo-Uralic","Northern Samoyedic","Yenisei Samoyed, Enets (Tundra), Madu, Somatu, Yenisei Samoyedic","regular",83.56,71.7,"FALSE","spoken",,,,,"Enets (Tundra), Yenisei Samoyed, Enets (Tundra), Madu, Somatu, Yenisei Samoyedic",,"enh","tund1254","tund1254","Eurasia","N-C Asia","Inner Asia","Eurasia"
3006,"Sheko","Omotic",,,"Afroasiatic",,,"regular",35.2,7,"FALSE","spoken",,,,"Omotic","Sheko",,"she","shek1245","shek1245","Africa","Africa","Greater Abyssinia","Africa"
3007,"Bahing","Sino-Tibetan",,"Kiranti",,"Western Kiranti","Bayung","regular",86.4,27.3,"FALSE","spoken","Himalaya","Northwestern Kiranti",,,"Bahing, Bayung",,"bhj","bahi1252","bahi1252","Eurasia","S/SE Asia","Indic","Eurasia"
3008,"Xiang","Sino-Tibetan",,"Sinitic",,"Central Sinitic",,"regular",112.9,28.21,"FALSE","spoken",,,,,"Xiang",,"hsn","xian1251","xian1251","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
3009,"Tsamai","Cushitic",,"Eastern Cushitic","Afroasiatic",,"Ts'amakko, Tsamai, Bago S’aamakk-Ulo, Cule, Kuile, Kule, S’amai, Tamaha, Ts’amay, Tsamakko, Tsamako","regular",36.87,5.42,"FALSE","spoken",,,,,"Tsamai, Ts'amakko, Tsamai, Bago S’aamakk-Ulo, Cule, Kuile, Kule, S’amai, Tamaha, Ts’amay, Tsamakko, Tsamako",,"tsb","tsam1247","tsam1247","Africa","Africa","Greater Abyssinia","Africa"
3010,"Lohorung","Sino-Tibetan","Upper Arun","Kiranti",,"Central-Eastern Kiranti","Lohorung, Lorung","regular",87.2,27.4,"FALSE","spoken","Himalaya","Greater Eastern Kiranti",,,"Lohorung, Lohorung, Lorung",,"lbr","nort2727","nort2727","Eurasia","S/SE Asia","Indic","Eurasia"
3012,"Tamambo","Austronesian","North Vanuatu Linkage","Malayo-Polynesian",,"Oceanic","Tamambo, Tamabo, Malo","regular",167.17,-15.67,"FALSE","spoken",,"Southern Oceanic linkage",,,"Tamambo, Tamambo, Tamabo, Malo",,"mla","malo1243","malo1243","Eurasia","NG and Oceania","Oceania","Pacific"
3013,"Yakima","Plateau Penutian",,"Klamath-Sahaptian","California-Plateau Penutian",,"Yakima, Klikitat (dialect of)","regular",-120,46.3,"FALSE","spoken",,,,,"Yakima, Yakima, Klikitat (dialect of)",,"yak","yaki1237","yaki1237","North America","W N America","Basin and Plains","Americas"
3014,"Zay","Semitic",,"West Semitic","Afroasiatic","Southern (West Semitic)","Zay, Gelilla, Lak’i, Laqi, Zway","regular",38.49,8,"FALSE","spoken",,"Ethiopean",,,"Zay, Zay, Gelilla, Lak’i, Laqi, Zway",,"zwa","zayy1238","zayy1238","Africa","Africa","Greater Abyssinia","Africa"
3015,"Kachama-Ganjule","Omotic",,,"Afroasiatic",,"Kachama-Ganjule, Ganjule (Ganjawle), Ganta, Kachama, Harro, Haro, Haruro, Geditcho.","regular",37.53,6.26,"FALSE","spoken",,,,"Omotic","Kachama-Ganjule, Kachama-Ganjule, Ganjule (Ganjawle), Ganta, Kachama, Harro, Haro, Haruro, Geditcho.",,"kcx","kach1284","kach1284","Africa","Africa","Greater Abyssinia","Africa"
3017,"Ngiemboon","Benue-Congo",,"Bantoid","Niger-Congo","Grassfields Bantu","Bamileke-Ngiemboon, Bamileke-Ngyemboon, Nguemba, NgyemboonDialects: Batcham, Balessing, Bangang, Bamougong, Balatchi, Batang.","regular",10.15,5.38,"FALSE","spoken",,,,,"Ngiemboon, Bamileke-Ngiemboon, Bamileke-Ngyemboon, Nguemba, NgyemboonDialects: Batcham, Balessing, Bangang, Bamougong, Balatchi, Batang.",,"nnh","ngie1241","ngie1241","Africa","Africa","African Savannah","Africa"
3018,"Alaba-K’abeena","Cushitic",,"Eastern Cushitic","Afroasiatic",,"Alaba-K’abeena, Alaba, Allaaba, Halaba, Alaaba","regular",38.07,7.18,"FALSE","spoken",,,,,"Alaba-K’abeena, Alaba-K’abeena, Alaba, Allaaba, Halaba, Alaaba",,"alw","alab1254","alab1254","Africa","Africa","Greater Abyssinia","Africa"
3019,"Silt’e","Semitic",,"West Semitic","Afroasiatic","Southern (West Semitic)","Silt’e, East Gurage, Selti, Silte, Silti","regular",39.16,8.33,"FALSE","spoken",,"Ethiopean",,,"Silt’e, Silt’e, East Gurage, Selti, Silte, Silti",,"stv","silt1240","silt1240","Africa","Africa","Greater Abyssinia","Africa"
3020,"Gulfan","Nubian",,,"Eastern Sudanic",,"Gulfan, Wunci, Wuncimbe, Ghulfan, Uncunwe","regular",29.65,12.04,"FALSE","spoken",,,,"Nubian","Gulfan, Gulfan, Wunci, Wuncimbe, Ghulfan, Uncunwe",,"ghl","ghul1238","ghul1238","Africa","Africa","African Savannah","Africa"
3021,"Kadaru","Nubian",,,"Eastern Sudanic",,"Kadaru, Kadaro, Kadero, Kaderu, Kodhin, Kodhinniai, Kodoro","regular",30,12.1,"FALSE","spoken",,,,"Nubian","Kadaru, Kadaru, Kadaro, Kadero, Kaderu, Kodhin, Kodhinniai, Kodoro",,"kdu","kada1282","kada1282","Africa","Africa","African Savannah","Africa"
3022,"Chatino (Zenzontepec)","Otomanguean",,"Zapotecan",,,"Northern Chatino, Chatino (Zenzontepec)","regular",-97.49,16.53,"FALSE","spoken",,,,,"Chatino (Zenzontepec), Northern Chatino, Chatino (Zenzontepec)",,"czn","zenz1235","zenz1235","North America","C America","Mesoamerica","Americas"
3023,"Wagawaga","Austronesian","Papuan Tip","Malayo-Polynesian",,"Oceanic","Wagawaga, Waga-Waga, Baeaula, Gamadoudou, Gibara, Kilakilana, Nuclear Wagawaga","regular",150.5,-10.3,"FALSE","spoken",,"Western Oceanic linkage",,,"Wagawaga, Wagawaga, Waga-Waga, Baeaula, Gamadoudou, Gibara, Kilakilana, Nuclear Wagawaga",,"wgb","waga1262","waga1268","Eurasia","NG and Oceania","S New Guinea","Pacific"
3024,"Catalan (Balearic)","Indo-European",,"Italic-Celtic","Indo-Uralic","Italic","Balearic Catalan, Balear, Insular Catalan, Mallorqui, Menorqui, Eivissenc","regular",2.39,39.34,"FALSE","spoken",,,,,"Catalan (Balearic), Balearic Catalan, Balear, Insular Catalan, Mallorqui, Menorqui, Eivissenc",,"cat","stan1289","stan1289","Eurasia","W and SW Eurasia","Europe","Eurasia"
3026,"Bandial","North Atlantic",,,"Macro-Niger-Congo",,"Bandial, Banjaal, Eegima, Eegimaa","regular",-16.21,12.39,"FALSE","spoken",,,,"North Atlantic","Bandial, Bandial, Banjaal, Eegima, Eegimaa",,"bqj","band1340","band1340","Africa","Africa","African Savannah","Africa"
3027,"Blablanga","Austronesian","Meso-Melanesian linkage","Malayo-Polynesian",,"Oceanic","Blablanga, Blanga, Gema, Goi","regular",159.35,-8.08,"FALSE","spoken",,"Western Oceanic linkage",,,"Blablanga, Blablanga, Blanga, Gema, Goi",,"blp","blab1237","blab1237","Eurasia","NG and Oceania","Oceania","Pacific"
3028,"Otomi (Tilapa)","Otomanguean",,"Otomian",,,"Otomi (Tilapa)","regular",-99.41,19.18,"FALSE","spoken",,,,,"Otomi (Tilapa), Otomi (Tilapa)",,"otl","tila1239","tila1239","North America","C America","Mesoamerica","Americas"
3030,"Berinomo","Sepik",,"Sepik Hill",,,"Berinomo, Berinmo, Bitara, Kagiru","regular",142.42,-4.33,"FALSE","spoken",,,,,"Berinomo, Berinomo, Berinmo, Bitara, Kagiru",,"bit","beri1253","beri1253","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3031,"Bullom So","South Atlantic",,,"Macro-Niger-Congo",,"Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mmani, Northern Bullom, Mani, Bullom So, Kafu","regular",-13.23,8.66,"FALSE","spoken",,,,"South Atlantic","Bullom So, Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mmani, Northern Bullom, Mani, Bullom So, Kafu",,"buy","bull1247","bull1247","Africa","Africa","African Savannah","Africa"
3032,"Atong","Sino-Tibetan",,"Brahmaputran (Sal)",,"Bodo-Koch (Barish, Bodo-Garo)","Atong, A'tong","regular",90.7,25.32,"FALSE","spoken",,,,,"Atong, Atong, A'tong",,"aot","aton1241","aton1241","Eurasia","S/SE Asia","Indic","Eurasia"
3033,"Makasae","Timor-Alor-Pantar",,"Timor-Kisar",,,"Makasae, Makassai, Macassai, Ma'asae, Makasai, Maklere, Makasai, Makalero","regular",126.47,-8.47,"FALSE","spoken",,,,,"Makasae, Makasae, Makassai, Macassai, Ma'asae, Makasai, Maklere, Makasai, Makalero",,"mkz","maka1316","maka1316","Pacific","NG and Oceania","Oceania","Pacific"
3034,"Makalero","Timor-Alor-Pantar",,"Timor-Kisar",,,"Makalero, Makasae","regular",126.89,-8.68,"FALSE","spoken",,,,,"Makalero, Makalero, Makasae",,"mkz","maka1316","maka1316","Pacific","NG and Oceania","Oceania","Pacific"
3037,"Miao (Eastern Qiandong)","Miao-Yao",,,,,"Miao, Eastern Qiandong, Black Miao, Central Miao, Chientung Miao, Eastern East-Guizhou Miao, Eastern Hmu, Hei Miao, Hmu","regular",109.12,26.68,"FALSE","spoken",,,"Hmong-Mien","Miao-Yao, Hmong-Mien","Miao (Eastern Qiandong), Miao, Eastern Qiandong, Black Miao, Central Miao, Chientung Miao, Eastern East-Guizhou Miao, Eastern Hmu, Hei Miao, Hmu",,"hmq","east2370","east2370","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
3038,"Efate (South)","Austronesian","North Vanuatu Linkage","Malayo-Polynesian",,"Oceanic","Erakor, Fate, Southern Efate, South Efate","regular",168.4,-17.77,"FALSE","spoken",,"Southern Oceanic linkage",,,"Efate (South), Erakor, Fate, Southern Efate, South Efate",,"erk","sout2856","sout2856","Eurasia","NG and Oceania","Oceania","Pacific"
3039,"Ghomara","Berber","Berber",,"Afroasiatic",,"Ghomara","regular",-5.27,35.1,"FALSE","spoken",,,,,"Ghomara, Ghomara",,"gho","ghom1257","ghom1257","Africa","Africa","N Africa","Africa"
3040,"Tamashek (Mali)","Berber","Berber",,"Afroasiatic",,"Tamashek, Kidal, Kidal Tamasheq, Tamashekin, Timbuktu, Tomacheck, Tuareg","regular",-3.01,16.77,"FALSE","spoken",,,,,"Tamashek (Mali), Tamashek, Kidal, Kidal Tamasheq, Tamashekin, Timbuktu, Tomacheck, Tuareg","agricultural/pastoral","taq","tama1365","tama1365","Africa","Africa","African Savannah","Africa"
3041,"Waja","Adamawa-Ubangi",,,"Niger-Congo",,"Waja, Nyan Wiyau, Wiyaa, Wuya, Deruwo (Wajan Dutse)","regular",10.97,10.29,"FALSE","spoken",,,,"Adamawa-Ubangi","Waja, Waja, Nyan Wiyau, Wiyaa, Wuya, Deruwo (Wajan Dutse)",,"wja","waja1259","waja1259","Africa","Africa","African Savannah","Africa"
3042,"Tamashek (Burkin Faso)","Berber","Berber",,"Afroasiatic",,"Tamashek (Burkin Faso), Kidal, Kidal Tamasheq, Tadhaq (Kidal), Tadraq","regular",-0.47,14.46,"FALSE","spoken",,,,,"Tamashek (Burkin Faso), Tamashek (Burkin Faso), Kidal, Kidal Tamasheq, Tadhaq (Kidal), Tadraq","agricultural/pastoral","taq","tama1365","tama1365","Africa","Africa","African Savannah","Africa"
3044,"Gurage (Sebat Bet)","Semitic",,"West Semitic","Afroasiatic","Southern (West Semitic)","Sebat Bet Gurage, Central West Gurage, Gouraghie, Guragie, Gurague, West Gurage","regular",38.03,8.03,"FALSE","spoken",,"Ethiopean",,,"Gurage (Sebat Bet), Sebat Bet Gurage, Central West Gurage, Gouraghie, Guragie, Gurague, West Gurage",,"sgw","seba1251","seba1251","Africa","Africa","Greater Abyssinia","Africa"
3045,"Aja (Benin)","Kwa",,"Gbe","Niger-Congo",,"Aja (Benin), Adja, Ajagbe, Hwè","regular",1.67,6.94,"FALSE","spoken",,,,,"Aja (Benin), Aja (Benin), Adja, Ajagbe, Hwè",,"ajg","ajab1235","ajab1235","Africa","Africa","African Savannah","Africa"
3046,"Dangme","Kwa",,,"Niger-Congo",,"Dangme, Adangme, Ada, Ningo, Osu, Shai, Gbugbla, Krobo","regular",0.63,5.76,"FALSE","spoken",,,,"Kwa","Dangme, Dangme, Adangme, Ada, Ningo, Osu, Shai, Gbugbla, Krobo",,"ada","adan1247","adan1247","Africa","Africa","African Savannah","Africa"
3047,"Hlai","Tai-Kadai",,,,,"Hlai, Bli, Dai, Day, Dli, Klai, La, Lai, Le, Li, Loi, Slai","regular",110.38,18.8,"FALSE","spoken",,,,"Tai-Kadai","Hlai, Hlai, Bli, Dai, Day, Dli, Klai, La, Lai, Le, Li, Loi, Slai",,"lic","hlai1239","hlai1239","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
3049,"Zapotec (San Baltazar Loxicha)","Otomanguean",,"Zapotecan",,,"Northwestern Pochutla Zapotec, San Baltázar Loxicha Zapotec, Zapoteco de San Baltázar Loxicha","regular",-96.79,16.07,"FALSE","spoken",,,,,"Zapotec (San Baltazar Loxicha), Northwestern Pochutla Zapotec, San Baltázar Loxicha Zapotec, Zapoteco de San Baltázar Loxicha",,"zpx","sanb1241","sanb1241","North America","C America","Mesoamerica","Americas"
3050,"Kutep","Benue-Congo",,"Jukunoid","Niger-Congo",,"Kutep, Ati, Jompre, Kuteb, Kutev, Mbarike, Zumper","regular",10.15,7.18,"FALSE","spoken",,,,,"Kutep, Kutep, Ati, Jompre, Kuteb, Kutev, Mbarike, Zumper",,"kub","kute1248","kute1248","Africa","Africa","African Savannah","Africa"
3051,"Kilmeri","Border",,,,,"Kilmeri, Kilmera","regular",141.29,-2.92,"FALSE","spoken",,,,"Border","Kilmeri, Kilmeri, Kilmera",,"kih","kilm1241","kilm1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3052,"Akoye","Angan",,,,,"Akoye, Akoinkake, Akoyi, Angoya, Lohiki, Mai-Hea-Ri, Maihiri, Obi","regular",145.66,-7.66,"FALSE","spoken",,,,"Angan","Akoye, Akoye, Akoinkake, Akoyi, Angoya, Lohiki, Mai-Hea-Ri, Maihiri, Obi",,"miw","akoy1238","akoy1238","Pacific","NG and Oceania","S New Guinea","Pacific"
3053,"Tainae","Angan",,,,,"Tainae, Ivori","regular",145.68,-7.4,"FALSE","spoken",,,,"Angan","Tainae, Tainae, Ivori",,"ago","tain1253","tain1253","Pacific","NG and Oceania","S New Guinea","Pacific"
3054,"Zia","Greater Binanderean",,"Binanderean",,"North Binanderean","Zia, Lower Waria, Tsia, Ziya","regular",147.58,-7.96,"FALSE","spoken",,,,,"Zia, Zia, Lower Waria, Tsia, Ziya",,"zia","ziaa1250","ziaa1250","Pacific","NG and Oceania","S New Guinea","Pacific"
3055,"Ewage-Notu","Greater Binanderean",,"Binanderean",,"Nuclear Binanderean","Ewage, Notu","regular",148.4,-8.69,"FALSE","spoken",,,,,"Ewage-Notu, Ewage, Notu",,"nou","ewag1241","ewag1241","Pacific","NG and Oceania","S New Guinea","Pacific"
3058,"Ese","Koiarian",,"Baraic","Southeast Papuan",,"Ese, Managalasi, Managulasi","regular",148.38,-9.09,"FALSE","spoken",,,,,"Ese, Ese, Managalasi, Managulasi",,"mcq","esee1247","esee1247","Pacific","NG and Oceania","S New Guinea","Pacific"
3059,"Melpa","Chimbu-Wahgi",,"Hagen","East New Guinea Highlands",,"Melpa, Hagen, Medlpa","regular",144.34,-5.62,"FALSE","spoken",,,,,"Melpa, Melpa, Hagen, Medlpa",,"med","melp1238","melp1238","Pacific","NG and Oceania","Interior New Guinea","Pacific"
3060,"Nii","Chimbu-Wahgi",,"Wahgi","East New Guinea Highlands",,"Nii, Ek Nii","regular",144.52,-5.76,"FALSE","spoken",,,,,"Nii, Nii, Ek Nii",,"nii","niii1240","niii1240","Pacific","NG and Oceania","Interior New Guinea","Pacific"
3061,"Imbongu","Chimbu-Wahgi",,"Hagen","East New Guinea Highlands",,"Imbongu, Au, Aua, Awa, Ibo Ugu, Imbo Ungo, Imbo Ungu, Imbonggo","regular",144.03,-6.13,"FALSE","spoken",,,,,"Imbongu, Imbongu, Au, Aua, Awa, Ibo Ugu, Imbo Ungo, Imbo Ungu, Imbonggo",,"imo","imbo1238","imbo1238","Pacific","NG and Oceania","Interior New Guinea","Pacific"
3062,"Iyo","Finisterre-Huon",,"Finisterre",,"Gusap-Mot","Iyo, Bure, Nabu, Naho, Nahu, Ndo","regular",146.09,-5.84,"FALSE","spoken",,,,,"Iyo, Iyo, Bure, Nabu, Naho, Nahu, Ndo",,"nca","iyoo1238","iyoo1238","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3063,"Awara","Finisterre-Huon",,"Finisterre",,"Wantoat","Awara","regular",146.37,-6.17,"FALSE","spoken",,,,,"Awara, Awara",,"awx","awar1248","awar1248","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3064,"Numanggang","Finisterre-Huon",,"Finisterre",,"Erap","Numanggang, Boana, Kai, Manggang, Ngain, Numangan, Numangang, Sugu","regular",146.72,-6.39,"FALSE","spoken",,,,,"Numanggang, Numanggang, Boana, Kai, Manggang, Ngain, Numangan, Numangang, Sugu",,"nop","numa1254","numa1254","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3065,"Borong","Finisterre-Huon",,"Huon",,"Eastern Huon","Kosorong, Naama, Borong","regular",147.51,-6.57,"TRUE","spoken",,,,,"Borong, Kosorong, Naama, Borong",,"ksr","boro1279","boro1279","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3068,"Emerillon","Tupian",,"Tupi-Guaraní",,,"Emerillon, Emereñon, Emerilon, Melejo, Mereo, Mereyo, Teco","regular",-52.37,3.24,"FALSE","spoken",,,,,"Emerillon, Emerillon, Emereñon, Emerilon, Melejo, Mereo, Mereyo, Teco",,"eme","emer1243","emer1243","South America","S America","NE South America","Americas"
3069,"Ojibwa (Central)","Algic",,"Algonquian",,,"Ojibwa (Central), Central Ojibwe, Ojibway, Ojibwe","regular",-84.15,46.57,"FALSE","spoken",,,,,"Ojibwa (Central), Ojibwa (Central), Central Ojibwe, Ojibway, Ojibwe","hunting/fishing/foraging","ojc","cent2136","cent2136","North America","E N America","E North America","Americas"
3070,"Mufian","Torricelli",,"Kombio","Torricelli-Lower Sepik","Arapesh","Mufian, Muhian, Muhiang, Southern Arapesh","regular",142.96,-3.58,"FALSE","spoken",,,,,"Mufian, Mufian, Muhian, Muhiang, Southern Arapesh",,"aoj","mufi1238","mufi1238","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3072,"Kombio","Torricelli",,"Kombio","Torricelli-Lower Sepik",,"Kombio, Endangen","regular",142.69,-3.48,"FALSE","spoken",,,,,"Kombio, Kombio, Endangen",,"xbi","komb1272","komb1272","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3075,"Kamasau","Torricelli",,"Marienberg","Torricelli-Lower Sepik",,"Kamasau, Wand Tuan","regular",142.84,-3.85,"FALSE","spoken",,,,,"Kamasau, Kamasau, Wand Tuan",,"kms","kama1367","kama1367","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
3076,"Baruga","Greater Binanderean",,"Binanderean",,"Nuclear Binanderean","Baruga, Bareji, Baruga, Mado, Tafota Baruga","regular",148.77,-9.4,"FALSE","spoken",,,,,"Baruga, Baruga, Bareji, Baruga, Mado, Tafota Baruga",,"bjz","baru1269","baru1269","Pacific","NG and Oceania","S New Guinea","Pacific"
3077,"Timbe","Finisterre-Huon",,"Huon",,"Western Huon","Timbe","regular",147.08,-6.09,"FALSE","spoken",,,,,"Timbe, Timbe",,"tim","timb1251","timb1251","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
