LID,Glottocode,Language,CohesionPatternLoc,MphmTypesInCohDomainProp,MphmTypesInCohPrefixDomainProp,MphmTypesInCohSuffixDomainProp,MphmTypesInCohStemDomainProp,MphmTypesInCohDomain,MphmTypesInCohDomainBinned77,CoherentEncliticBoundaryPresence,CoherentEnclEnclBoundaryPresence,CohPatternOutputOrigin,MphmTypesInCohDomainMultistemPresence,CohesionPatternLabel,CohesionPatternBinned18,CohesionPatternBinned12,CohesionPatternBinned4,CoherentPrefixBoundaryPresence,CoherentPrefixPrefixBoundaryPresence,CoherentPrefixStemBoundaryPresence,CoherentProclBoundaryPresence,CoherentProclPrefixBoundaryPresence,CoherentProclProcliticBoundaryPresence,CoherentProclStemBoundaryPresence,CohesionPatternDataSourceType,NumberMphmTypesInCohDomain,NumberMphmTypesInCohPrefixDomain,NumberMphmTypesInCohSuffixDomain,CoherentStemBoundaryPresence,CoherentStemEnclBoundaryPresence,CoherentStemEndoclBoundaryPresence,CoherentStemInfixBoundaryPresence,CoherentStemSuffixBoundaryPresence,CohesionPatternStressPresence,CohPatternStructurePreservingPresence,CoherentSuffixBoundaryPresence,CoherentSuffixEnclBoundaryPresence,CoherentSuffixSuffixBoundaryPresence,SurveyStatus,CohesionPatternType,MphmTypesInCohPrefixDomainPropBinned3,MphmTypesInCohSuffixDomainPropBinned3,MphmTypesInCohStemDomainPropBinned3
44,carn1240,Car,spans,0.333333333333333,0,0,0,phrase,38,,,Lexical,phrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,,,,,,,,Questionnaire,2,0,0,,,,,,stress-related,structure_preserving,,,,pword exhaustive,P Domain,low,low,low
798,balk1252,Romani (Sepecides),right edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,*CC Coda (No C clusters are permitted in coda position in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
798,balk1252,Romani (Sepecides),right edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,*C if -voice +asp (i.e. no aspirated voiceless coda C’s here) (A coda consonant that may otherwise be aspirated in other domains may not be aspirated here); this constraint is resolved by: deaspiration (process where aspiration feature deleted/disassociated from a constituent),weakening,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
798,balk1252,Romani (Sepecides),right edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"Vowel Harmony, Backness (A process of vowel harmony with Back as a feature applies in this domain); this constraint is resolved by: Vowel Assimilation: Backness; Pereserv (Vowel Harmony is based on feature backness; direction is pereservative (based on what precedes))",vowel_harmony,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),left edge,0.5,0,1,0,suffix + suffix,17,,,Lexical,subphrasal,Vowel Quality Alternation: e > o (The close-mid front e alternates with the close mid back o in this domain); this constraint is resolved by: Vowel Quality Alternation: front to back (The vowel quality output is backer than the UR),assimilation,process,segmental,0,0,0,,,,,Questionnaire,2,0,2,0,,,,0,other,structure_preserving,0,,1,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide formation (a vowel-to-glide formation (e.g. e > j, u > w))",weakening,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: Diphthong Formation (A series of heterosyllabic vowels become merged into a single syllable where one of the vowels is either an onglide or offglide (but still vocalic))",weakening,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,0.5,0.6666666666666667,1,2,stem + stem,22,,,Lexical,phrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: Diphthong Formation (A series of heterosyllabic vowels become merged into a single syllable where one of the vowels is either an onglide or offglide (but still vocalic))",weakening,process,segmental,0,0,0,,,,,Questionnaire,2,2,2,0,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,*C coda if voiced stop (In this domain there is no voiced stop coda permitted); this constraint is resolved by: devoicing (loss of/de-association of voicing feature),strengthening,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,low,low
798,balk1252,Romani (Sepecides),right edge,0.5,0,1,0,suffix + suffix,17,,,Lexical,subphrasal,"Obs Voicing Assim (An obstruent assimilates for voicing/phonaton/laryngeal features of adjacent segment in this domain; maybe ambi, but seems to be a more general process); this constraint is resolved by: C voicing/phonation assimilation-Anticipatory (spread of C phonation features (voiced/voiceless/murmur) based on what follows)",assimilation,process,segmental,0,0,0,,,,,Questionnaire,2,0,2,0,,,,0,other,structure_preserving,0,,1,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,0.5,0.3333333333333333,0,0,POSwd (preposed) + stem,28,,,Lexical,phrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion)",deletion,process,segmental,,,,,,,,Questionnaire,2,1,0,,,,,,other,structure_preserving,,,,pword exhaustive,P Domain,low,low,low
798,balk1252,Romani (Sepecides),left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive,P Domain,low,medium,low
798,balk1252,Romani (Sepecides),right edge,1,1,1,1,stem ± prefix ± suffix ± preposed particle,100,,,Lexical,subphrasal,"Exactly 1 Main Stress, Final (The location of the main (lexical) stress is defined by this domain)",stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,4,3,2,0,,,,1,stress-related,structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
798,balk1252,Romani (Sepecides),left edge,1,1,1,1,stem ± prefix ± suffix ± preposed particle,100,,,Non-Lexical,subphrasal,"Exactly 1 Main Stress, Penult (The location of the main (lexical) stress is defined by this domain)",stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,4,3,2,0,,,,1,stress-related,non_structure_preserving,0,,0,pword exhaustive,P Domain,medium,medium,low
87,stan1295,German,spans,1,1,1,1,Stem ± Prefixes ± Circumfix ± Suffix ± Clitics,92,0,1,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,1,1,1,1,Questionnaire,7,5,3,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
87,stan1295,German,left edge,0.285714285714286,0.4,0.6666666666666667,2,stem + stem,22,,0,,phrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,0,0,0,0,0,0,Questionnaire,2,2,2,0,0,,,0,stress-related,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
40,buru1296,Burushaski,spans,0.75,0.6666666666666667,1,1,stem ± prefix ± suffix,18,,,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,,,,1,stress-related,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,left edge,0.5,0.6666666666666667,1,2,stem + stem,22,,,Lexical,phrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,0,0,0,0,0,0,Questionnaire,2,2,2,0,,,,0,stress-related,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,*C if z (This coda does not occur in this domain); this constraint is resolved by: /z/ to /ʣ/ (/z/ changes to /ʣ/),strengthening,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,low,low
40,buru1296,Burushaski,left edge,0.25,0.3333333333333333,0.5,1,stem,2,,,Lexical,subphrasal,"*VV if V1 [high] and V2 stressed (Word-initial unstressed /i/ which is followed by a stressed vowel in a vowel cluster disallowed); this constraint is resolved by: glide formation (a vowel-to-glide formation (e.g. e > j, u > w))",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,,,,0,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,low,low
40,buru1296,Burushaski,left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide formation (a vowel-to-glide formation (e.g. e > j, u > w))",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,spans,0.5,0.3333333333333333,1,1,stem ± suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide formation (a vowel-to-glide formation (e.g. e > j, u > w))",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,1,,,,1,other,structure_preserving,0,,1,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.75,0.6666666666666667,1,1,stem ± prefix ± suffix,18,,,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: coalescence/merger (coming together/mergering of once-discrete linguistic units)",deletion,process,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,spans,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"Vowel neutralization (Vowel quality is neutralized when here); this constraint is resolved by: feature loss/neutralization (for example, the delinking or loss of a particular tone feature (high falling > high), but not loss of tone altogether)",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"/u/-lowering (This vowel is lowered when in this domain); this constraint is resolved by: feature loss/neutralization (for example, the delinking or loss of a particular tone feature (high falling > high), but not loss of tone altogether)",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.5,0.3333333333333333,1,1,stem ± suffix,3,,,Lexical,subphrasal,"*C coda if [-son, -cont] (No [-son, -cont] codas in this domain); this constraint is resolved by: feature loss/neutralization (for example, the delinking or loss of a particular tone feature (high falling > high), but not loss of tone altogether)",weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,1,,,,1,other,structure_preserving,0,,1,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,left edge,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"Nasal P.O.A. Assimilation (There is a process of place of articulation assimilation for nasal segments in this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,right edge,0.5,0.6666666666666667,0.5,1,prefix + stem,4,,,Lexical,subphrasal,/h/ deletion (/h/ is deleted in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,1,0,0,0,0,Questionnaire,2,2,1,0,,,,0,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,low,low
40,buru1296,Burushaski,medial,0.5,0.3333333333333333,1,1,stem + suffix,3,,,Lexical,subphrasal,"*CCC series (ambisyllabic) (A series of 3 adjacent consonants (regardless of syllable/foot membership) are dispreferred in this specific domain); this constraint is resolved by: vowel/syllable insertion (insertion of a vowel constituent; can include a syllabic vowel, thereby being same as syllable insertion)",insertion,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,left edge,0.75,0.6666666666666667,1,1,stem ± prefix ± suffix,18,,,Lexical,subphrasal,*C if Velar Nasal (The velar nasal onset is banned in this domain),constraint,constraint,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
40,buru1296,Burushaski,left edge,0.75,0.6666666666666667,1,1,stem ± prefix ± suffix,18,,,Lexical,subphrasal,*C if /ʐɣ/ (No retroflex voiced fricative in this domain),constraint,constraint,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,,,,1,other,structure_preserving,0,,0,pword exhaustive (double-checked),P Domain,low,medium,low
1750,khar1287,Kharia,left edge,1,1,1,1,stem ± prefix ± infix ± postposed particle,89,0,1,Lexical,subphrasal,*C if onset (Onset consonants in this domain banned or dispreferred),constraint,constraint,segmental,0,1,1,,,,,Questionnaire,4,2,2,1,1,,1,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,medium,medium,low
1750,khar1287,Kharia,spans,1,1,1,1,stem ± prefix ± infix ± postposed particle,89,0,1,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,0,1,1,,,,,Questionnaire,4,2,2,1,1,,1,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,medium,medium,low
1750,khar1287,Kharia,Min Domain,0.25,0.5,0.5,1,stem,2,0,0,Non-Lexical,subphrasal,Min CV:  (This domain must minimally be a CV: syllable type); this constraint is resolved by: Vowel Lengthening (a vowel is lengthened under these conditions),size_related,size_related,size_related,0,0,0,,,,,Questionnaire,1,1,1,1,0,,0,,other,non_structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
1750,khar1287,Kharia,left edge,1,1,1,1,stem ± prefix ± infix ± postposed particle,89,0,1,Lexical,subphrasal,*C if Velar Nasal (The velar nasal onset is banned in this domain),constraint,constraint,segmental,0,1,1,,,,,Questionnaire,4,2,2,1,1,,1,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,medium,medium,low
1750,khar1287,Kharia,right edge,0.25,0.5,0.5,1,stem,2,0,0,Lexical,subphrasal,Superheavy General (Superheavy syllables are relevant in this domain),constraint,constraint,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,0,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
1750,khar1287,Kharia,spans,1,1,1,1,stem ± prefix ± infix ± postposed particle,89,0,1,Lexical,subphrasal,"Exactly 1 Main Stress, Initial (The location of the main (lexical) stress is defined by this domain)",stress,stress,suprasegmental,0,1,1,,,,,Questionnaire,4,2,2,1,1,,1,,stress-related,structure_preserving,,,,pword exhaustive (double-checked),P Domain,medium,medium,low
1750,khar1287,Kharia,spans,0.5,0.5,1,1,stem + postposed particle,49,0,0,Lexical,subphrasal,*C if ɖ(intervocalic) (No intervocalic /ɖ/ in this domain); this constraint is resolved by: Flapping (/ɖ/ changes to /ɽ/),weakening,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,1,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,medium,low
1750,khar1287,Kharia,medial,0.5,0.5,1,1,stem + postposed particle,49,0,0,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion)",deletion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,1,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,medium,low
1750,khar1287,Kharia,medial,1,1,1,1,stem ± prefix ± infix ± postposed particle,89,0,1,Lexical,subphrasal,Coda C to Onset Resyllab (Resyllabification in this domain); this constraint is resolved by: resyllabification (consonant becomes member of a different syllable),process,process,segmental,0,1,1,,,,,Questionnaire,4,2,2,1,1,,1,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,medium,medium,low
1750,khar1287,Kharia,right edge,0.25,0.5,0.5,1,stem,2,0,0,Lexical,subphrasal,*C Coda (No coda consonants (at all) are permitted in this domain (even though coda consonants are okay elsewhere)); this constraint is resolved by: Schwa insertion (A schwa in inserted in this context),insertion,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,0,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
1750,khar1287,Kharia,left edge,0.5,0.5,1,1,stem + postposed particle,49,0,0,Lexical,subphrasal,C prenasalization (Consonants in this domain are prenasalized); this constraint is resolved by: Prenasalization (A consonant segment picks up a coarticulation of nasal (pre)),strengthening,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,1,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,medium,low
1750,khar1287,Kharia,left edge,0.25,0.5,0.5,1,stem,2,0,0,Lexical,subphrasal,*V-Initial syllable (Vowel-initial syllables are banned/do not occur in this domain); this constraint is resolved by: glottal insertion (onset) (insertion of a glottal stop in onset position of specified domain),insertion,process,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,0,,0,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
494,viet1252,Vietnamese,spans,0,,,,CLAUSE,64,,,Lexical,phrasal,Intonational Stress (Only one heavy stress is realized in this domain),intonation,intonation,suprasegmental,,,,,,,,Questionnaire,0,,,,,,,,stress-related,structure_preserving,,,,pword exhaustive (double-checked),P Domain,,,
690,mana1288,Manange,right edge,0.75,0.5,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C if Obs (coda) (No obstruent coda consonants are permitted in this domain),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,low,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*CC Coda (No C clusters are permitted in coda position in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,left edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C if Velar Nasal (The velar nasal onset is banned in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,left edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C if ɽ (This onset does not occur in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,left edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C if w (In this domain the /w/ coda is not permitted/does not occur),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,left edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C if y (This onset does not occur in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C coda if /h/ (/h/ as a coda banned in this domain),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C coda if /w/ (/w/ as a coda banned here),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C coda if /y/ (/y/ as a coda banned here),constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,"*CC Coda unless C1 is Nasal (No C clusters in coda position in this domain, unless the first consonant is a nasal)",constraint,constraint,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,right edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,Final Consonant Lengthening (The final consonant in this domain is lengthened if the last syllable bears stress),quantity,quantity,suprasegmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,left edge,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,*C coda if glottalized plosive (Glottalized Plosives as codas banned in this domain); this constraint is resolved by: lenition (weakening of overall strength of a segment),weakening,process,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,spans,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,spans,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: Dipththong Formation (Two vowels merge into a single syllable that has a diphthong)",weakening,process,segmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
635,sant1410,Santali,Min Domain,0.333333333333333,1,0.3333333333333333,1,stem,2,0,0,Non-Lexical,subphrasal,Min CV:  (This domain must minimally be a CV: syllable type); this constraint is resolved by: Vowel Lengthening (a vowel is lengthened under these conditions),size_related,size_related,size_related,,,,,,,,Questionnaire,1,1,1,1,0,,,0,other,non_structure_preserving,0,0,0,pword exhaustive,P Domain,medium,low,low
635,sant1410,Santali,spans,1,1,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,,,,,,,,Questionnaire,3,1,3,1,1,,,1,stress-related,structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
25,nucl1235,Armenian (Eastern),right edge,0.5,0.5,0.6666666666666667,1,stem ± suffix,3,0,0,Lexical,subphrasal,*C coda if voiced stop (In this domain there is no voiced stop coda permitted); this constraint is resolved by: devoicing (loss of/de-association of voicing feature),strengthening,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,1,0,,,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
25,nucl1235,Armenian (Eastern),left edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,V-initial permitted only here (This is a priveleged domain for vowel-initial syllables (they occur only here)),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
610,homs1234,Armenian (Western),left edge,0.75,0.5,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,V-initial permitted only here (This is a priveleged domain for vowel-initial syllables (they occur only here)),constraint,constraint,segmental,0,0,0,,,,,Grammar Explicit,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive,P Domain,low,medium,low
25,nucl1235,Armenian (Eastern),right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
