"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"VInfl_categories","VInflPosterior.Presence","VInflPosterior.Presence","single aggregated entry per language","derived","data","logical",2,232,232,"Presence of separately marked inflectional category ""Posterior"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflGender.Presence","VInflGender.Presence","single aggregated entry per language","derived","data","logical",2,229,229,"Presence of separately marked inflectional category ""Gender"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflHonorificity.Presence","VInflHonorificity.Presence","single aggregated entry per language","derived","data","logical",2,228,228,"Presence of separately marked inflectional category ""Honorificity"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflIllocution.Presence","VInflIllocution.Presence","single aggregated entry per language","derived","data","logical",2,243,243,"Presence of separately marked inflectional category ""Illocution"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflMA.Presence","VInflMA.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""MA"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflMN.Presence","VInflMN.Presence","single aggregated entry per language","derived","data","logical",2,229,229,"Presence of separately marked inflectional category ""MN"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflModality.Presence","VInflModality.Presence","single aggregated entry per language","derived","data","logical",2,237,237,"Presence of separately marked inflectional category ""Modality"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflMood.Presence","VInflMood.Presence","single aggregated entry per language","derived","data","logical",2,267,267,"Presence of separately marked inflectional category ""Mood"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflMotion.Presence","VInflMotion.Presence","single aggregated entry per language","derived","data","logical",2,231,231,"Presence of separately marked inflectional category ""Motion"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflMSE.Presence","VInflMSE.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""MSE"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflNominalizer.Presence","VInflNominalizer.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""Nominalizer"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflNumber.Presence","VInflNumber.Presence","single aggregated entry per language","derived","data","logical",2,265,265,"Presence of separately marked inflectional category ""Number"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflPerson.Presence","VInflPerson.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""Person"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflPolarity.Presence","VInflPolarity.Presence","single aggregated entry per language","derived","data","logical",2,311,311,"Presence of separately marked inflectional category ""Polarity"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflPotentialis.Presence","VInflPotentialis.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""Potentialis"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflQuantificational.Presence","VInflQuantificational.Presence","single aggregated entry per language","derived","data","logical",2,263,263,"Presence of separately marked inflectional category ""Quantificational"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflReflexive_and_Reciprocal.Presence","VInflReflexive_and_Reciprocal.Presence","single aggregated entry per language","derived","data","logical",2,242,242,"Presence of separately marked inflectional category ""Reflexive_and_Reciprocal"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflRECIP.Presence","VInflRECIP.Presence","single aggregated entry per language","derived","data","logical",2,236,236,"Presence of separately marked inflectional category ""RECIP"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflReferential.Presence","VInflReferential.Presence","single aggregated entry per language","derived","data","logical",2,235,235,"Presence of separately marked inflectional category ""Referential"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflReflexive.Presence","VInflReflexive.Presence","single aggregated entry per language","derived","data","logical",2,235,235,"Presence of separately marked inflectional category ""Reflexive"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflRepetition.Presence","VInflRepetition.Presence","single aggregated entry per language","derived","data","logical",2,228,228,"Presence of separately marked inflectional category ""Repetition"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflReversative.Presence","VInflReversative.Presence","single aggregated entry per language","derived","data","logical",2,227,227,"Presence of separately marked inflectional category ""Reversative"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflSemistem.Presence","VInflSemistem.Presence","single aggregated entry per language","derived","data","logical",2,233,233,"Presence of separately marked inflectional category ""Semistem"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflSpatial.Presence","VInflSpatial.Presence","single aggregated entry per language","derived","data","logical",2,229,229,"Presence of separately marked inflectional category ""Spatial"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflStatus.Presence","VInflStatus.Presence","single aggregated entry per language","derived","data","logical",2,253,253,"Presence of separately marked inflectional category ""Status"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflSwitch_reference.Presence","VInflSwitch_reference.Presence","single aggregated entry per language","derived","data","logical",2,232,232,"Presence of separately marked inflectional category ""Switch_reference"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflTense_and_Evidential.Presence","VInflTense_and_Evidential.Presence","single aggregated entry per language","derived","data","logical",2,229,229,"Presence of separately marked inflectional category ""Tense_and_Evidential"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflTA.Presence","VInflTA.Presence","single aggregated entry per language","derived","data","logical",2,248,248,"Presence of separately marked inflectional category ""TA"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflTAM.Presence","VInflTAM.Presence","single aggregated entry per language","derived","data","logical",2,294,294,"Presence of separately marked inflectional category ""TAM"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflTense.Presence","VInflTense.Presence","single aggregated entry per language","derived","data","logical",2,293,293,"Presence of separately marked inflectional category ""Tense"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflTM.Presence","VInflTM.Presence","single aggregated entry per language","derived","data","logical",2,237,237,"Presence of separately marked inflectional category ""TM"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflValence.Presence","VInflValence.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separately marked inflectional category ""Valence"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_categories","VInflVersion.Presence","VInflVersion.Presence","single aggregated entry per language","derived","data","logical",2,228,228,"Presence of separately marked inflectional category ""Version"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_counts_per_position","VInflCatAndAgrIn.n","VInflCatAndAgrIn.n","single aggregated entry per language","derived","data","count",4,341,341,"Number of separately marked inflectional categories (including agreement) in position ""in"" of the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_counts_per_position","VInflCatAndAgrPost.n","VInflCatAndAgrPost.n","single aggregated entry per language","derived","data","count",12,341,341,"Number of separately marked inflectional categories (including agreement) in position ""post"" of the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_counts_per_position","VInflCatAndAgrPrae.n","VInflCatAndAgrPrae.n","single aggregated entry per language","derived","data","count",12,341,341,"Number of separately marked inflectional categories (including agreement) in position ""prae"" of the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_counts_per_position","VInflCatAndAgrSimul.n","VInflCatAndAgrSimul.n","single aggregated entry per language","derived","data","count",2,341,341,"Number of separately marked inflectional categories (including agreement) with position property ""simul"" of the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_counts_per_position","VInflCatAndAgrSplit.n","VInflCatAndAgrSplit.n","single aggregated entry per language","derived","data","count",6,341,341,"Number of separately marked inflectional categories (including agreement) with position property ""split"" of the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflClassification.Pre.Presence","VInflClassification.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""classification"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflEvidential.Pre.Presence","VInflEvidential.Pre.Presence","single aggregated entry per language","derived","data","logical",1,35,35,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""evidential"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflInter_clausal.Pre.Presence","VInflInter_clausal.Pre.Presence","single aggregated entry per language","derived","data","logical",1,18,18,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""inter_clausal"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflNP_related.Pre.Presence","VInflNP_related.Pre.Presence","single aggregated entry per language","derived","data","logical",1,9,9,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""NP_related"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflNumber.Pre.Presence","VInflNumber.Pre.Presence","single aggregated entry per language","derived","data","logical",2,97,96,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""number"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflOperators.Pre.Presence","VInflOperators.Pre.Presence","single aggregated entry per language","derived","data","logical",2,171,171,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""operators"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflPerson.Pre.Presence","VInflPerson.Pre.Presence","single aggregated entry per language","derived","data","logical",1,4,4,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""person"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflPragmatic.Pre.Presence","VInflPragmatic.Pre.Presence","single aggregated entry per language","derived","data","logical",1,76,76,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""pragmatic"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflRole.Pre.Presence","VInflRole.Pre.Presence","single aggregated entry per language","derived","data","logical",1,7,7,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""role"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflTAM.Pre.Presence","VInflTAM.Pre.Presence","single aggregated entry per language","derived","data","logical",2,323,320,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""TAM"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_multiexponence","VInflValence.Pre.Presence","VInflValence.Pre.Presence","single aggregated entry per language","derived","data","logical",2,163,162,"Presence of multiple (distributed, simultaneous) exponence of separately marked macrocategory ""valence"" (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflClassification.Position","VInflClassification.Position","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""classification' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflEvidential.Position","VInflEvidential.Position","single aggregated entry per language","derived","data","categorical",1,35,35,"Position of separate markers of macrocategory ""evidential' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflInter_clausal.Position","VInflInter_clausal.Position","single aggregated entry per language","derived","data","categorical",4,18,18,"Position of separate markers of macrocategory ""inter_clausal' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflNP_related.Position","VInflNP_related.Position","single aggregated entry per language","derived","data","categorical",3,9,9,"Position of separate markers of macrocategory ""NP_related' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflNumber.Position","VInflNumber.Position","single aggregated entry per language","derived","data","categorical",8,107,96,"Position of separate markers of macrocategory ""number' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflOperators.Position","VInflOperators.Position","single aggregated entry per language","derived","data","categorical",13,172,172,"Position of separate markers of macrocategory ""operators' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflPerson.Position","VInflPerson.Position","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""person' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflPragmatic.Position","VInflPragmatic.Position","single aggregated entry per language","derived","data","categorical",5,81,76,"Position of separate markers of macrocategory ""pragmatic' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflRole.Position","VInflRole.Position","single aggregated entry per language","derived","data","categorical",2,7,7,"Position of separate markers of macrocategory ""role' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflTAM.Position","VInflTAM.Position","single aggregated entry per language","derived","data","categorical",14,417,320,"Position of separate markers of macrocategory ""TAM' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position","VInflValence.Position","VInflValence.Position","single aggregated entry per language","derived","data","categorical",8,186,162,"Position of separate markers of macrocategory ""valence' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflClassification.Position.binned4","VInflClassification.Position.binned4","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""classification' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflEvidential.Position.binned4","VInflEvidential.Position.binned4","single aggregated entry per language","derived","data","categorical",1,35,35,"Position of separate markers of macrocategory ""evidential' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflInter_clausal.Position.binned4","VInflInter_clausal.Position.binned4","single aggregated entry per language","derived","data","categorical",3,18,18,"Position of separate markers of macrocategory ""inter_clausal' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflNP_related.Position.binned4","VInflNP_related.Position.binned4","single aggregated entry per language","derived","data","categorical",3,9,9,"Position of separate markers of macrocategory ""NP_related' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflNumber.Position.binned4","VInflNumber.Position.binned4","single aggregated entry per language","derived","data","categorical",4,107,96,"Position of separate markers of macrocategory ""number' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflOperators.Position.binned4","VInflOperators.Position.binned4","single aggregated entry per language","derived","data","categorical",4,171,171,"Position of separate markers of macrocategory ""operators' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflPerson.Position.binned4","VInflPerson.Position.binned4","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""person' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflPragmatic.Position.binned4","VInflPragmatic.Position.binned4","single aggregated entry per language","derived","data","categorical",3,80,76,"Position of separate markers of macrocategory ""pragmatic' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflRole.Position.binned4","VInflRole.Position.binned4","single aggregated entry per language","derived","data","categorical",2,7,7,"Position of separate markers of macrocategory ""role' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflTAM.Position.binned4","VInflTAM.Position.binned4","single aggregated entry per language","derived","data","categorical",4,412,320,"Position of separate markers of macrocategory ""TAM' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position4","VInflValence.Position.binned4","VInflValence.Position.binned4","single aggregated entry per language","derived","data","categorical",4,186,162,"Position of separate markers of macrocategory ""valence' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflClassification.Position.binned5","VInflClassification.Position.binned5","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""classification' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflEvidential.Position.binned5","VInflEvidential.Position.binned5","single aggregated entry per language","derived","data","categorical",1,35,35,"Position of separate markers of macrocategory ""evidential' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflInter_clausal.Position.binned5","VInflInter_clausal.Position.binned5","single aggregated entry per language","derived","data","categorical",3,18,18,"Position of separate markers of macrocategory ""inter_clausal' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflNP_related.Position.binned5","VInflNP_related.Position.binned5","single aggregated entry per language","derived","data","categorical",3,9,9,"Position of separate markers of macrocategory ""NP_related' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflNumber.Position.binned5","VInflNumber.Position.binned5","single aggregated entry per language","derived","data","categorical",4,107,96,"Position of separate markers of macrocategory ""number' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflOperators.Position.binned5","VInflOperators.Position.binned5","single aggregated entry per language","derived","data","categorical",5,171,171,"Position of separate markers of macrocategory ""operators' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflPerson.Position.binned5","VInflPerson.Position.binned5","single aggregated entry per language","derived","data","categorical",2,4,4,"Position of separate markers of macrocategory ""person' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflPragmatic.Position.binned5","VInflPragmatic.Position.binned5","single aggregated entry per language","derived","data","categorical",3,80,76,"Position of separate markers of macrocategory ""pragmatic' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflRole.Position.binned5","VInflRole.Position.binned5","single aggregated entry per language","derived","data","categorical",2,7,7,"Position of separate markers of macrocategory ""role' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflTAM.Position.binned5","VInflTAM.Position.binned5","single aggregated entry per language","derived","data","categorical",5,412,320,"Position of separate markers of macrocategory ""TAM' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_position5","VInflValence.Position.binned5","VInflValence.Position.binned5","single aggregated entry per language","derived","data","categorical",5,186,162,"Position of separate markers of macrocategory ""valence' (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflClassification.Post.Presence","VInflClassification.Post.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of separate markers of macrocategory ""classification"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflEvidential.Post.Presence","VInflEvidential.Post.Presence","single aggregated entry per language","derived","data","logical",1,35,35,"Presence of separate markers of macrocategory ""evidential"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflInter_clausal.Post.Presence","VInflInter_clausal.Post.Presence","single aggregated entry per language","derived","data","logical",2,18,18,"Presence of separate markers of macrocategory ""inter_clausal"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflNP_related.Post.Presence","VInflNP_related.Post.Presence","single aggregated entry per language","derived","data","logical",2,8,8,"Presence of separate markers of macrocategory ""NP_related"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflNumber.Post.Presence","VInflNumber.Post.Presence","single aggregated entry per language","derived","data","logical",2,90,83,"Presence of separate markers of macrocategory ""number"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflOperators.Post.Presence","VInflOperators.Post.Presence","single aggregated entry per language","derived","data","logical",2,169,169,"Presence of separate markers of macrocategory ""operators"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflPerson.Post.Presence","VInflPerson.Post.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of separate markers of macrocategory ""person"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflPragmatic.Post.Presence","VInflPragmatic.Post.Presence","single aggregated entry per language","derived","data","logical",2,76,73,"Presence of separate markers of macrocategory ""pragmatic"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflRole.Post.Presence","VInflRole.Post.Presence","single aggregated entry per language","derived","data","logical",2,7,7,"Presence of separate markers of macrocategory ""role"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflTAM.Post.Presence","VInflTAM.Post.Presence","single aggregated entry per language","derived","data","logical",2,370,316,"Presence of separate markers of macrocategory ""TAM"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_postposed","VInflValence.Post.Presence","VInflValence.Post.Presence","single aggregated entry per language","derived","data","logical",2,179,159,"Presence of separate markers of macrocategory ""valence"" after the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflClassification.Pre.Presence","VInflClassification.Pre.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of separate markers of macrocategory ""classification"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflEvidential.Pre.Presence","VInflEvidential.Pre.Presence","single aggregated entry per language","derived","data","logical",1,35,35,"Presence of separate markers of macrocategory ""evidential"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflInter_clausal.Pre.Presence","VInflInter_clausal.Pre.Presence","single aggregated entry per language","derived","data","logical",2,18,18,"Presence of separate markers of macrocategory ""inter_clausal"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflNP_related.Pre.Presence","VInflNP_related.Pre.Presence","single aggregated entry per language","derived","data","logical",2,9,9,"Presence of separate markers of macrocategory ""NP_related"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflNumber.Pre.Presence","VInflNumber.Pre.Presence","single aggregated entry per language","derived","data","logical",2,106,96,"Presence of separate markers of macrocategory ""number"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflOperators.Pre.Presence","VInflOperators.Pre.Presence","single aggregated entry per language","derived","data","logical",2,172,172,"Presence of separate markers of macrocategory ""operators"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflPerson.Pre.Presence","VInflPerson.Pre.Presence","single aggregated entry per language","derived","data","logical",2,4,4,"Presence of separate markers of macrocategory ""person"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflPragmatic.Pre.Presence","VInflPragmatic.Pre.Presence","single aggregated entry per language","derived","data","logical",2,80,76,"Presence of separate markers of macrocategory ""pragmatic"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflRole.Pre.Presence","VInflRole.Pre.Presence","single aggregated entry per language","derived","data","logical",2,7,7,"Presence of separate markers of macrocategory ""role"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflTAM.Pre.Presence","VInflTAM.Pre.Presence","single aggregated entry per language","derived","data","logical",2,385,320,"Presence of separate markers of macrocategory ""TAM"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocat_preposed","VInflValence.Pre.Presence","VInflValence.Pre.Presence","single aggregated entry per language","derived","data","logical",2,184,162,"Presence of separate markers of macrocategory ""valence"" before the stem (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflClassification.Presence","VInflClassification.Presence","single aggregated entry per language","derived","data","logical",2,231,231,"Presence of separate markers of inflectional macrocategory ""classification"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflEvidential.Presence","VInflEvidential.Presence","single aggregated entry per language","derived","data","logical",2,252,252,"Presence of separate markers of inflectional macrocategory ""evidential"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflInter_clausal.Presence","VInflInter_clausal.Presence","single aggregated entry per language","derived","data","logical",2,245,245,"Presence of separate markers of inflectional macrocategory ""inter_clausal"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
